Year,PLANTS_AEA plant ID,PCE reporting ID,RCA CPCN,OPERATOR_Operator Name,PLANTS_Plant Name,INTERTIES_Intertie Name,AEA Energy Region,Data source,SUN,BIT,DFO,JF,kwh_purchased,LFG,LIG,MWH,NG,OBL,OG,RFO,SUB,WAT,WC,WDS,WND,WO,(blank),AB,SUN.1,BIT.1,DFO.1,JF.1,kwh_purchased.1,LFG.1,LIG.1,MWH.1,NG.1,OBL.1,OG.1,RFO.1,SUB.1,WAT.1,WC.1,WDS.1,WND.1,WO.1,(blank).1,AB.1,SUN.2,BIT.2,DFO.2,JF.2,kwh_purchased.2,LFG.2,LIG.2,MWH.2,NG.2,OBL.2,OG.2,RFO.2,SUB.2,WAT.2,WC.2,WDS.2,WND.2,WO.2,(blank).2,AB.2,Unnamed: 69,Unnamed: 70,Unnamed: 71
2001,P151,(blank),13,Golden Valley Elec Assn Inc,North Pole,Railbelt_grid,Railbelt,EIA923,,,614.0,,,,,,,,,579314.0,,,,,,,,,,,54516.0,,,,,,,,,44231670.0,,,,,,,,,,,12.0,,,,,,,,,12.0,,,,,,,,,579928.0,44286186.0,24.0
2001,P153,332000,373,Golovin Power Utilities,Golovin,Golovin_grid,Bering Straits,PCE,,,275.195,,,,,,,,,,,,,,,,,,,,23795.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,275.195,23795.0,6.0
2001,P154,332020,63,Gwitchyaa Zhee Utilities Company,Gwitchyaa Zhee,Fort Yukon_grid,Yukon-Koyukuk/Upper Tanana,PCE,,,1078.0,,,,,,,,,,,,,,,,,,,,73146.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,1078.0,73146.0,5.0
2001,P155,(blank),8,Chugach Electric Assn Inc,Bernice Lake,Railbelt_grid,Railbelt,EIA923,,,0.0,,,,,,114102.0,,,,,,,,,,,,,,0.0,,,,,,1712222.0,,,,,,,,,,,,,,12.0,,,,,,12.0,,,,,,,,,,,,114102.0,1712222.0,24.0
2001,P156,(blank),32,Homer Electric Assn Inc,Bradley Lake,Railbelt_grid,Railbelt,EIA923,,,,,,,,,,,,,,345681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,345681.0,,12.0
2001,P158,(blank),32,Homer Electric Assn Inc,Seldovia,Railbelt_grid,Railbelt,EIA923,,,490.999,,,,,,,,,,,,,,,,,,,,41874.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,490.999,41874.0,12.0
2001,P159,(blank),345,Alaska Electric G & T Coop Inc,Soldotna,Railbelt_grid,Railbelt,EIA923,,,0.0,,,,,,173210.0,,,,,,,,,,,,,,0.0,,,,,,2002898.0,,,,,,,,,,,,,,12.0,,,,,,12.0,,,,,,,,,,,,173210.0,2002898.0,24.0
2001,P16,(blank),2,Alaska Power & Telephone Company,Goat Lake Hydro,UpperLynnCanal_grid,Southeast,EIA923,,,,,,,,,,,,,,18456.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,18456.999,,12.0
2001,P161,332040,681,Igiugig Electric Company,Igiugig,Igiugig_grid,Bristol Bay,PCE,,,116.932,,,,,,,,,,,,,,,,,,,,9997.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,116.932,9997.0,6.0
2001,P162,332050,280,"I-N-N Electric Coop, Inc",Newhalen,Newhalen_grid,Bristol Bay,PCE,,,229.8,,,,,,,,,,,1316.126,,,,,,,,,16698.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,6.0,,,,,,,1545.9260000000002,16698.0,12.0
2001,P163,332650,240,"Inside Passage Elec Coop, Inc",Angoon,Angoon_grid,Southeast,PCE,,,974.4089999999999,,,,,,,,,,,,,,,,,,,,74650.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,974.4089999999999,74650.0,6.0
2001,P164,332670,240,"Inside Passage Elec Coop, Inc",Hoonah,Hoonah_grid,Southeast,PCE,,,2458.066,,,,,,,,,,,,,,,,,,,,168835.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,2458.066,168835.0,6.0
2001,P165,332680,240,"Inside Passage Elec Coop, Inc",Kake,Kake_grid,Southeast,PCE,,,2262.349,,,,,,,,,,,,,,,,,,,,165800.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,2262.349,165800.0,6.0
2001,P166,332660,240,"Inside Passage Elec Coop, Inc",Chilkat Valley,UpperLynnCanal_grid,Southeast,PCE,,,127.8,,707.9999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,835.8000000000001,,6.0
2001,P169,332060,369,Ipnatchiaq Electric Company,Deering,Deering_grid,Northwest Arctic,PCE,,,394.6700000000001,,,,,,,,,,,,,,,,,,,,29010.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,394.6700000000001,29010.0,6.0
2001,P171,(blank),103,Ketchikan Public Utilities,Beaver Falls,Ketchikan_grid,Southeast,EIA923,,,,,,,,,,,,,,41248.001000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,41248.001000000004,,12.0
2001,P172,(blank),103,Ketchikan Public Utilities,Ketchikan,Ketchikan_grid,Southeast,EIA923,,,,,,,,,,,,,,22387.999000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,22387.999000000003,,12.0
2001,P173,(blank),103,Ketchikan Public Utilities,S W Bailey,Ketchikan_grid,Southeast,EIA923,,,7448.000000000001,,,,,,,,,,,,,,,,,,,,619122.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,7448.000000000001,619122.0,12.0
2001,P174,(blank),103,Ketchikan Public Utilities,Silvis,Ketchikan_grid,Southeast,EIA923,,,,,,,,,,,,,,13968.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,13968.001,,12.0
2001,P175,(blank),103,Ketchikan Public Utilities,Swan Lake,Ketchikan_grid,Southeast,EIA923,,,,,,,,,,,,,,82888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,82888.0,,12.0
2001,P177,332070,289,"King Cove, City of",King Cove,King Cove_grid,Aleutians,PCE,,,593.384,,,,,,,,,,,1342.24,,,,,,,,,41622.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,6.0,,,,,,,1935.624,41622.0,11.0
2001,P178,332080,446,Kipnuk Light Plant,Kipnuk,Kipnuk_grid,Lower Yukon-Kuskokwim,PCE,,,840.3979999999999,,,,,,,,,,,,,,,,,,,,58800.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,840.3979999999999,58800.0,6.0
2001,P182,(blank),16,Kodiak Electric Assn Inc,Kodiak Microgrid,Kodiak_grid,Kodiak,EIA923,,,41633.0,,,,,,,,,,,,,,,,,,,,3502590.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,41633.0,3502590.0,12.0
2001,P187,(blank),16,Kodiak Electric Assn Inc,Terror Lake Microgrid,Kodiak_grid,Kodiak,EIA923,,,,,,,,,,,,,,91855.00099999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,91855.00099999999,,12.0
2001,P188,332100,660,Kokhanok Village Council,Kokhanok,Kokhanok_grid,Bristol Bay,PCE,,,149.87099999999998,,,,,,,,,,,,,,,,,,,,11852.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,149.87099999999998,11852.0,6.0
2001,P189,(blank),17,Kotzebue Electric Association,Kotzebue,Kotzebue_grid,Northwest Arctic,EIA923,,,20882.000999999997,,,,,,,,,,,,,,950.0,,,,,,1460004.0,,,,,,,,,,,,,,0.0,,,,,,12.0,,,,,,,,,,,,,,12.0,,,,21832.000999999997,1460004.0,24.0
2001,P190,332140,687,"Koyukuk, City of",Koyukuk,Koyukuk_grid,Yukon-Koyukuk/Upper Tanana,PCE,,,136.13,,,,,,,,,,,,,,,,,,,,12068.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,136.13,12068.0,6.0
2001,P191,332150,281,Kwethluk Incorporated d/b/a Kuiggluum Kallugvia,Kwethluk,Kwethluk_grid,Lower Yukon-Kuskokwim,PCE,,,692.846,,,,,,,,,,,,,,,,,,,,49544.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,692.846,49544.0,6.0
2001,P192,332160,376,Kwigillingok Power Company,Kwigillingok,Kwigillingok_grid,Lower Yukon-Kuskokwim,PCE,,,346.54,,,,,,,,,,,,,,,,,,,,29664.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,346.54,29664.0,6.0
2001,P194,332180,330,Levelock Electrical Coop,Levelock,Levelock_grid,Bristol Bay,PCE,,,209.86,,,,,,,,,,,,,,,,,,,,19259.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,209.86,19259.0,5.0
2001,P195,332190,570,Lime Village Electric Utility,Lime Village,Lime Village_grid,Lower Yukon-Kuskokwim,PCE,,,47.214,,,,,,,,,,,,,,,,,,,,5647.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,47.214,5647.0,6.0
2001,P196,332210,321,Manokotak Power Company,Manokotak,Manokotak_grid,Bristol Bay,PCE,,,156.3,,,,,,,,,,,,,,,,,,,,16884.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,156.3,16884.0,2.0
2001,P198,332220,44,Mcgrath Light & Power,McGrath,McGrath_grid,Yukon-Koyukuk/Upper Tanana,PCE,,,310.4,,,,,,,,,,,,,,,,,,,,22679.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,310.4,22679.0,1.0
2001,P198,(blank),44,Mcgrath Light & Power,McGrath,McGrath_grid,Yukon-Koyukuk/Upper Tanana,EIA923,,,2837.0000000000005,,,,,,,,,,,,,,,,,,,,230790.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,2837.0000000000005,230790.0,12.0
2001,P2,331010,449,"Akhiok, City of",Akhiok,Akhiok_grid,Kodiak,PCE,,,120.649,,,,,,,,,,,,,,,,,,,,11265.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,120.649,11265.0,6.0
2001,P20,(blank),2,Alaska Power & Telephone Company,Craig,Prince of Wales Is._grid,Southeast,EIA923,,,590.0,,,,,,,,,,,,,,,,,,,,44604.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,590.0,44604.0,12.0
2001,P202,332230,343,Middle Kuskokwim Electric,Chuathbaluk,Chuathbaluk_grid,Lower Yukon-Kuskokwim,PCE,,,94.57000000000001,,,,,,,,,,,,,,,,,,,,9838.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,94.57000000000001,9838.0,6.0
2001,P203,332240,343,Middle Kuskokwim Electric,Crooked Creek,Crooked Creek_grid,Lower Yukon-Kuskokwim,PCE,,,130.865,,,,,,,,,,,,,,,,,,,,11870.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,130.865,11870.0,6.0
2001,P204,332250,343,Middle Kuskokwim Electric,Red Devil,Red Devil_grid,Lower Yukon-Kuskokwim,PCE,,,92.219,,,,,,,,,,,,,,,,,,,,9415.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,92.219,9415.0,6.0
2001,P205,332260,343,Middle Kuskokwim Electric,Sleetmute,Sleetmute_grid,Lower Yukon-Kuskokwim,PCE,,,108.202,,,,,,,,,,,,,,,,,,,,10056.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,108.202,10056.0,6.0
2001,P206,332270,343,Middle Kuskokwim Electric,Stony River,Stony River_grid,Lower Yukon-Kuskokwim,PCE,,,73.24,,,,,,,,,,,,,,,,,,,,8712.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,73.24,8712.0,6.0
2001,P207,(blank),22,Naknek Electric Association,Naknek,Naknek_grid,Bristol Bay,EIA923,,,20118.001,,,,,,,,,,,,,,,,,,,,1364748.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,20118.001,1364748.0,12.0
2001,P209,332300,625,Napaskiak Electric Utility,Napaskiak,Napaskiak_grid,Lower Yukon-Kuskokwim,PCE,,,330.455,,,,,,,,,,,,,,,,,,,,28488.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,330.455,28488.0,5.0
2001,P210,332310,365,Naterkaq Light Plant (City of Chefornak),Chefornak,Chefornak_grid,Lower Yukon-Kuskokwim,PCE,,,448.048,,,,,,,,,,,,,,,,,,,,36785.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,448.048,36785.0,6.0
2001,P211,332470,659,Native Village of Perryville,Perryville,Perryville_grid,Bristol Bay,PCE,,,224.24,,,,,,,,,,,,,,,,,,,,18816.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,224.24,18816.0,6.0
2001,P212,332320,340,Nelson Lagoon Electrical Coop,Nelson Lagoon,Nelson Lagoon_grid,Aleutians,PCE,,,165.004,,,,,,,,,,,,,,,,,,,,15342.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,165.004,15342.0,5.0
2001,P213,332110,661,New Koliganek Village Council,Koliganek,Koliganek_grid,Bristol Bay,PCE,,,261.96,,,,,,,,,,,,,,,,,,,,22257.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,261.96,22257.0,6.0
2001,P214,332330,416,"Nikolai, City of",Nikolai,Nikolai_grid,Yukon-Koyukuk/Upper Tanana,PCE,,,203.6,,,,,,,,,,,,,,,,,,,,17610.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,203.6,17610.0,6.0
2001,P215,(blank),150,Nome Joint Utility Systems,Snake River,Nome_grid,Bering Straits,EIA923,,,27837.001,,,,,,,,,,,,,,,,,,,,1807974.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,27837.001,1807974.0,12.0
2001,P216,332350,254,North Slope Borough Power & Light,Anaktuvuk Pass,Anaktuvuk Pass_grid,North Slope,PCE,,,1816.8,,,,,,,,,,,,,,,,,,,,129212.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,1816.8,129212.0,6.0
2001,P217,332360,254,North Slope Borough Power & Light,Atqasuk,Atqasuk_grid,North Slope,PCE,,,1568.999,,,,,,,,,,,,,,,,,,,,113218.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,1568.999,113218.0,6.0
2001,P218,332370,254,North Slope Borough Power & Light,Kaktovik,Kaktovik_grid,North Slope,PCE,,,1683.9,,,,,,,,,,,,,,,,,,,,127621.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,1683.9,127621.0,6.0
