intertie_id,year,generation_mwh,renewable_generation_mwh,ratio_renewable_generation
088-2008,2016,3556.357,681.695,0.19168351208835335
088-2008,2017,3641.194,797.875,0.21912455090280825
088-2008,2018,3821.286,851.987,0.2229581873746168
088-2008,2019,3660.158,653.957,0.1786690629202346
088-2008,2020,3620.272,380.473,0.10509514202247787
088-2008,2021,3716.189,445.888,0.11998528600133093
090-0000,2011,582.095,0.0,0.0
090-0000,2012,585.0,0.0,0.0
090-0000,2013,609.0,0.0,0.0
090-0000,2014,639.124,0.0,0.0
090-0000,2015,622.391,0.0,0.0
090-0000,2016,656.062,0.0,0.0
090-0000,2017,645.986,0.0,0.0
090-0000,2018,656.88,0.0,0.0
090-0000,2019,638.865,0.0,0.0
090-0000,2020,658.066,0.0,0.0
090-0000,2021,660.928,0.0,0.0
091-0000,2011,6511.709,0.0,0.0
091-0000,2012,6133.0,0.0,0.0
091-0000,2013,6118.0,0.0,0.0
091-0000,2014,6161.54,0.0,0.0
091-0000,2015,5882.875,0.0,0.0
091-0000,2016,5943.629,0.0,0.0
091-0000,2017,2474.156,0.0,0.0
091-0000,2018,5829.114,0.0,0.0
091-0000,2019,5850.652,0.0,0.0
091-0000,2020,6083.545,0.0,0.0
091-0000,2021,6506.565,0.0,0.0
092-0000,2011,252.608,0.0,0.0
092-0000,2012,266.0,0.0,0.0
092-0000,2013,259.0,0.0,0.0
092-0000,2014,240.49,0.0,0.0
092-0000,2015,208.071,0.0,0.0
092-0000,2016,213.859,0.0,0.0
092-0000,2017,213.848,0.0,0.0
092-0000,2018,218.207,0.0,0.0
092-0000,2019,197.209,0.0,0.0
092-0000,2020,199.304,0.0,0.0
092-0000,2021,206.794,0.0,0.0
093-0000,2011,2618.598,0.0,0.0
093-0000,2012,2717.0,0.0,0.0
093-0000,2013,2548.0,0.0,0.0
093-0000,2014,2629.6,0.0,0.0
093-0000,2015,2673.8,0.0,0.0
093-0000,2016,2613.996,0.0,0.0
093-0000,2017,2604.1,0.0,0.0
093-0000,2018,2582.3,0.0,0.0
093-0000,2019,2466.81,0.0,0.0
093-0000,2020,2523.5,0.0,0.0
093-0000,2021,2670.9,0.0,0.0
094-0000,2013,517.0,0.0,0.0
094-0000,2014,528.768,0.0,0.0
094-0000,2015,479.8166139,0.0,0.0
094-0000,2016,526.9702296,0.0,0.0
094-0000,2017,540.438,0.0,0.0
094-0000,2018,479.774,0.0,0.0
094-0000,2019,556.813,0.0,0.0
094-0000,2020,635.369,0.0,0.0
094-0000,2021,466.567,0.0,0.0
095-0000,2011,444.322,0.0,0.0
095-0000,2012,410.0,6.0,0.014634146341463415
095-0000,2013,473.0,443.0,0.9365750528541226
095-0000,2014,516.455,276.175,0.5347513336108664
095-0000,2015,513.185,371.32,0.723559729921958
095-0000,2016,478.81600000000003,358.759,0.7492627648198891
095-0000,2017,472.1321,408.298,0.8647961026161958
095-0000,2018,417.343,361.062,0.8651444974517364
095-0000,2019,345.589,261.938,0.7579465781607632
095-0000,2020,352.873,285.258,0.8083871534518084
095-0000,2021,367.14,310.0,0.8443645475840279
096-0000,2011,796.814,0.0,0.0
096-0000,2012,741.0,0.0,0.0
096-0000,2013,718.0,0.0,0.0
096-0000,2014,655.181,0.0,0.0
096-0000,2015,692.7507094,0.0,0.0
096-0000,2016,724.5018889,0.0,0.0
096-0000,2017,560.928,0.0,0.0
096-0000,2018,609.759,0.0,0.0
096-0000,2019,287.729,0.0,0.0
096-0000,2020,944.928,0.0,0.0
096-0000,2021,1112.585,0.0,0.0
097-0000,2011,318.03,0.0,0.0
097-0000,2012,328.0,0.0,0.0
097-0000,2013,296.0,0.0,0.0
097-0000,2014,264.725,0.0,0.0
097-0000,2015,298.784,0.0,0.0
097-0000,2016,299.87852,0.0,0.0
097-0000,2017,295.06684,0.0,0.0
097-0000,2018,135.058,0.0,0.0
097-0000,2019,223.446,0.0,0.0
097-0000,2020,253.02,0.0,0.0
097-0000,2021,91.3,0.0,0.0
098-0000,2017,17.659,0.0,0.0
098-0000,2018,107.92,0.0,0.0
098-0000,2019,108.804,0.0,0.0
098-0000,2020,97.77,0.0,0.0
098-0000,2021,81.952,0.0,0.0
099-0000,2011,1592.204,0.0,0.0
099-0000,2012,1562.0,0.0,0.0
099-0000,2013,1750.0,0.0,0.0
099-0000,2014,1681.389,0.0,0.0
099-0000,2015,1807.411748,73.84,0.040854000247430064
099-0000,2016,1716.62,159.849,0.09311845370553763
099-0000,2017,1733.452,57.19,0.03299197208806474
099-0000,2018,1113.9560000000001,49.296,0.04425309437715672
099-0000,2019,1569.217,129.595,0.08258577366928856
099-0000,2020,1818.359,298.727,0.1642838405397394
099-0000,2021,1935.192,239.392,0.12370452130847999
100-0000,2011,304.165,0.0,0.0
100-0000,2012,290.0,0.0,0.0
100-0000,2013,361.0,0.0,0.0
100-0000,2014,273.641,0.0,0.0
100-0000,2015,126.93,0.0,0.0
100-0000,2016,163.91,0.0,0.0
100-0000,2017,317.77,0.0,0.0
100-0000,2018,289.2880905,0.0,0.0
100-0000,2019,208.33,0.0,0.0
100-0000,2020,283.05,0.0,0.0
100-0000,2021,50.67,0.0,0.0
101-0000,2011,308.276,0.0,0.0
101-0000,2012,298.0,0.0,0.0
101-0000,2013,269.0,0.0,0.0
101-0000,2014,258.105,0.0,0.0
101-0000,2015,247.922,0.0,0.0
101-0000,2016,269.07,0.0,0.0
101-0000,2017,268.078,0.0,0.0
101-0000,2018,246.47,0.0,0.0
101-0000,2019,160.833,0.0,0.0
101-0000,2020,115.076,0.0,0.0
101-0000,2021,218.882,0.0,0.0
102-0000,2011,687.3065,0.0,0.0
102-0000,2012,705.5,0.0,0.0
102-0000,2013,615.5,0.0,0.0
102-0000,2014,662.525,0.0,0.0
102-0000,2015,1051.6885,561.994,0.5343730581821519
102-0000,2016,1003.309,666.373,0.6641752441172162
102-0000,2017,732.0050288499999,214.163,0.2925703944089783
102-0000,2018,979.6827784,473.086,0.48289712795874135
102-0000,2019,798.1610000000001,430.863,0.5398196604444466
102-0000,2020,941.2305000000001,235.858,0.2505847398697768
102-0000,2021,608.0755,18.35,0.030177173722670952
103-0000,2011,199.043,0.0,0.0
103-0000,2012,381.0,0.0,0.0
103-0000,2013,384.0,0.0,0.0
103-0000,2014,385.239,0.0,0.0
103-0000,2015,370.636,0.0,0.0
103-0000,2016,356.58,0.0,0.0
103-0000,2017,345.722,0.0,0.0
103-0000,2018,312.851,0.0,0.0
103-0000,2019,316.378,0.0,0.0
103-0000,2020,315.79,0.0,0.0
103-0000,2021,190.13,0.0,0.0
105-0000,2011,519.236,0.0,0.0
105-0000,2012,529.0,0.0,0.0
105-0000,2013,459.0,0.0,0.0
105-0000,2014,463.244,0.0,0.0
105-0000,2015,468.762,0.0,0.0
105-0000,2016,444.582,0.0,0.0
105-0000,2017,433.979,0.0,0.0
105-0000,2018,436.327,0.0,0.0
105-0000,2019,425.685,0.0,0.0
105-0000,2020,421.494,0.0,0.0
105-0000,2021,431.156,0.0,0.0
106-0000,2011,389.51,0.0,0.0
106-0000,2012,394.0,0.0,0.0
106-0000,2013,408.0,0.0,0.0
106-0000,2014,389.24,0.0,0.0
106-0000,2015,371.92,0.0,0.0
106-0000,2016,363.36,0.0,0.0
106-0000,2017,382.96,0.0,0.0
106-0000,2018,389.8,0.0,0.0
106-0000,2019,386.8,0.0,0.0
106-0000,2020,409.804,0.0,0.0
106-0000,2021,421.562,0.0,0.0
107-0000,2014,60.32,0.0,0.0
107-0000,2015,249.44,0.0,0.0
107-0000,2016,224.96,0.0,0.0
107-0000,2017,291.44,0.0,0.0
107-0000,2018,296.0603442,0.0,0.0
107-0000,2019,314.4,0.0,0.0
107-0000,2020,336.394,0.0,0.0
107-0000,2021,413.43,0.0,0.0
110-0000,2011,438.7359,0.0,0.0
110-0000,2012,520.0,0.0,0.0
110-0000,2013,397.0,0.0,0.0
110-0000,2014,111.673,0.0,0.0
110-0000,2016,90.01,0.0,0.0
110-0000,2017,543.45848,0.0,0.0
110-0000,2018,224.6354658,0.0,0.0
110-0000,2020,306.343,0.0,0.0
110-0000,2021,398.436,0.0,0.0
111-0000,2011,281.745,0.0,0.0
111-0000,2012,608.0,0.0,0.0
111-0000,2013,603.0,0.0,0.0
111-0000,2014,674.02,0.0,0.0
111-0000,2015,642.311,0.0,0.0
111-0000,2016,542.53,0.0,0.0
111-0000,2017,586.159,0.0,0.0
111-0000,2018,627.318,0.0,0.0
111-0000,2019,622.503,0.0,0.0
111-0000,2020,677.785,0.0,0.0
111-0000,2021,647.868,0.0,0.0
112-0000,2011,277.4572,0.0,0.0
112-0000,2012,263.0,0.0,0.0
112-0000,2013,247.0,0.0,0.0
112-0000,2014,279.623,0.0,0.0
112-0000,2015,315.24,0.0,0.0
112-0000,2016,316.791,0.0,0.0
112-0000,2017,335.347,0.0,0.0
112-0000,2018,337.005,0.0,0.0
112-0000,2019,320.921,0.0,0.0
112-0000,2020,302.805,0.0,0.0
112-0000,2021,374.821,0.0,0.0
113-0000,2011,461.351,0.0,0.0
113-0000,2012,576.0,0.0,0.0
113-0000,2013,691.0,0.0,0.0
113-0000,2014,752.976,0.0,0.0
113-0000,2015,647.112,0.0,0.0
113-0000,2016,611.624,0.0,0.0
113-0000,2017,648.781,0.0,0.0
113-0000,2018,337.09,0.0,0.0
113-0000,2019,748.645,0.0,0.0
113-0000,2020,759.086,0.0,0.0
113-0000,2021,661.652,0.0,0.0
114-0000,2011,2566.921,0.0,0.0
114-0000,2012,2844.0,0.0,0.0
114-0000,2013,2615.0,0.0,0.0
114-0000,2014,2598.796,0.0,0.0
114-0000,2015,2436.21,0.0,0.0
114-0000,2016,1946.696,0.0,0.0
114-0000,2017,2328.823,0.0,0.0
114-0000,2018,2412.493,0.0,0.0
114-0000,2019,2102.4,0.0,0.0
114-0000,2020,2359.44,0.0,0.0
114-0000,2021,2425.3,0.0,0.0
115-0000,2011,2907.345,0.0,0.0
115-0000,2012,5737.0,0.0,0.0
115-0000,2013,5428.0,0.0,0.0
115-0000,2014,5842.295,0.0,0.0
115-0000,2015,5437.142,0.0,0.0
115-0000,2016,5533.936,0.0,0.0
115-0000,2017,5765.649,0.0,0.0
115-0000,2018,5821.688,0.0,0.0
115-0000,2019,6033.332,0.0,0.0
115-0000,2020,5311.047,0.0,0.0
115-0000,2021,5360.972,0.0,0.0
116-0000,2011,474.603,0.0,0.0
116-0000,2012,527.0,0.0,0.0
116-0000,2013,524.0,0.0,0.0
116-0000,2014,571.3,0.0,0.0
116-0000,2015,558.813,0.0,0.0
116-0000,2016,515.643,0.0,0.0
116-0000,2017,474.922,0.0,0.0
116-0000,2018,484.071,0.0,0.0
116-0000,2019,446.269,0.0,0.0
116-0000,2020,450.076,0.0,0.0
116-0000,2021,460.249,0.0,0.0
117-0000,2011,755.701,0.0,0.0
117-0000,2012,812.0,0.0,0.0
117-0000,2013,807.0,0.0,0.0
117-0000,2014,829.901,0.0,0.0
117-0000,2015,941.408,0.0,0.0
117-0000,2016,935.455,0.0,0.0
117-0000,2017,1037.158,0.0,0.0
117-0000,2018,935.3436077,0.0,0.0
117-0000,2019,950.66,0.0,0.0
117-0000,2020,916.228,0.0,0.0
117-0000,2021,949.804,0.0,0.0
118-0000,2011,2053.19696,1955.0,0.9521736287784099
118-0000,2012,2159.0,1975.0,0.9147753589624826
118-0000,2013,2003.0,1939.0,0.9680479281078382
118-0000,2014,896.072,892.872,0.9964288583953075
118-0000,2015,2149.275,2115.992,0.9845143129660002
118-0000,2016,2280.703,2236.793,0.9807471643611642
118-0000,2017,2396.919,2206.957,0.9207474261750188
118-0000,2018,2428.84,2205.052,0.9078621893578828
118-0000,2019,2391.824,2151.827,0.8996594231013654
118-0000,2020,2428.0170000000003,2305.657,0.9496049656983455
118-0000,2021,2722.924,2189.357,0.8040463119793281
119-0000,2011,3061.62,0.0,0.0
119-0000,2012,3446.0,0.0,0.0
119-0000,2013,3172.0,0.0,0.0
119-0000,2014,2976.232,0.0,0.0
119-0000,2015,3117.618,0.0,0.0
119-0000,2016,3015.25,0.0,0.0
119-0000,2017,3258.915,0.0,0.0
119-0000,2018,3106.62,0.0,0.0
119-0000,2019,3099.902,0.0,0.0
119-0000,2020,2954.017,0.0,0.0
119-0000,2021,2546.104,0.0,0.0
120-0000,2011,372.295,0.0,0.0
120-0000,2012,397.0,0.0,0.0
120-0000,2013,411.0,0.0,0.0
120-0000,2014,441.982,0.0,0.0
120-0000,2015,446.694,0.0,0.0
120-0000,2016,463.493,0.0,0.0
120-0000,2017,448.653,0.0,0.0
120-0000,2018,442.722,0.0,0.0
120-0000,2019,365.566,0.0,0.0
120-0000,2020,465.911,0.0,0.0
120-0000,2021,537.326,0.0,0.0
121-0000,2011,307.718455,0.0,0.0
121-0000,2012,335.0,0.0,0.0
121-0000,2013,323.0,0.0,0.0
121-0000,2014,338.429,0.0,0.0
121-0000,2015,349.167,0.0,0.0
121-0000,2016,340.632,0.0,0.0
121-0000,2017,347.328,0.0,0.0
121-0000,2018,322.11,0.0,0.0
121-0000,2019,318.95099999999996,0.609,0.0019093842000808903
121-0000,2020,315.942,16.116,0.05100936247792316
121-0000,2021,340.426,0.865,0.0025409340062157414
123-1983,2011,3650.325,3566.238,0.9769645168580879
123-1983,2012,4259.0,4259.0,1.0
123-1983,2013,4048.0,4048.0,1.0
123-1983,2014,3925.8630000000003,3908.007,0.9954517006833911
123-1983,2015,3781.3720000000003,3746.996,0.9909091197586484
123-1983,2016,3618.1000000000004,3539.57,0.9782952378320112
123-1983,2017,3641.0099999999998,3600.836,0.9889662483761374
123-1983,2018,3709.08,3627.47,0.9779972392075663
123-1983,2019,3746.56,3677.44,0.9815510761872225
123-1983,2020,3872.71,3848.63,0.9937821318921376
123-1983,2021,3833.93,3674.14,0.9583221394235159
125-0000,2011,2025.215,0.0,0.0
125-0000,2012,1814.0,0.0,0.0
125-0000,2013,1760.0,0.0,0.0
125-0000,2014,1812.726,0.0,0.0
125-0000,2015,1806.774,0.0,0.0
125-0000,2016,1846.135,0.0,0.0
125-0000,2017,1799.437,0.0,0.0
125-0000,2018,1771.994,0.0,0.0
125-0000,2019,1723.443,0.0,0.0
125-0000,2020,1745.979,0.0,0.0
125-0000,2021,1822.265,0.0,0.0
128-0000,2011,4816.875,0.0,0.0
128-0000,2012,4668.0,0.0,0.0
128-0000,2013,4641.0,0.0,0.0
128-0000,2014,4595.68,0.0,0.0
128-0000,2015,4718.337,632.115,0.13396987116435302
128-0000,2016,4742.195,1212.903,0.2557682676482093
128-0000,2017,4621.732,1417.449,0.3066921664865033
128-0000,2018,4496.1269999999995,739.512,0.16447756035361102
128-0000,2019,4602.243,916.602,0.19916419015684306
128-0000,2020,4544.271,1428.86,0.3144310715624134
128-0000,2021,5000.852,1488.258,0.297600888808547
129-0000,2011,2769.488,0.0,0.0
129-0000,2012,2970.0,0.0,0.0
129-0000,2013,3056.0,0.0,0.0
129-0000,2014,2838.967,0.0,0.0
129-0000,2015,2358.927,0.0,0.0
129-0000,2016,2255.999,0.0,0.0
129-0000,2017,2235.161,0.0,0.0
129-0000,2018,2228.271,0.0,0.0
129-0000,2019,2232.15,0.0,0.0
129-0000,2020,2289.779,128.3,0.05603160829058176
129-0000,2021,2308.383,854.744,0.37027824238871976
130-0000,2011,336.347,0.0,0.0
130-0000,2012,734.0,0.0,0.0
130-0000,2013,705.0,0.0,0.0
130-0000,2014,606.627,0.0,0.0
130-0000,2015,700.837073,0.0,0.0
130-0000,2016,656.235,0.0,0.0
130-0000,2017,662.808,35.826,0.05405185212007097
130-0000,2018,632.5210000000001,80.581,0.12739656074659972
130-0000,2019,415.356,52.839,0.1272137636148268
130-0000,2020,519.011,115.357,0.2222631119571647
130-0000,2021,782.782,103.624,0.13237912982158506
131-0000,2011,4814.8099999999995,3102.464,0.6443585520508598
131-0000,2012,5053.0,2450.0,0.48486047892341183
131-0000,2013,4523.0,1997.0,0.44152111430466506
131-0000,2014,4626.455,2222.0,0.48028133851944954
131-0000,2015,4471.320841,2760.0,0.6172672680278369
131-0000,2016,4302.174,2005.0,0.4660434468712795
131-0000,2017,4132.0,2436.0,0.5895450145208132
131-0000,2018,4537.0,3728.0,0.8216883403129821
131-0000,2019,4088.0,3497.0,0.8554305283757339
131-0000,2020,4214.0,3617.0,0.8583293782629331
131-0000,2021,4329.0,3483.0,0.8045738045738046
132-0000,2011,1583.208,0.0,0.0
132-0000,2012,1489.0,0.0,0.0
132-0000,2013,1685.0,0.0,0.0
132-0000,2014,1820.988,0.0,0.0
132-0000,2015,1883.748,0.0,0.0
132-0000,2016,1821.561,0.0,0.0
132-0000,2017,1843.812,0.0,0.0
132-0000,2018,1729.96,0.0,0.0
132-0000,2019,1739.375,138.571,0.07966712181099533
132-0000,2020,1907.594,469.303,0.24601828271634318
132-0000,2021,2017.452,672.354,0.3332688956168474
134-0000,2011,473.37100000000004,66.449,0.14037404065732795
134-0000,2012,475.0,158.0,0.33263157894736844
134-0000,2013,441.0,78.0,0.17687074829931973
134-0000,2014,422.835,13.835,0.03271961876382041
134-0000,2015,420.0,0.0,0.0
134-0000,2016,428.9,0.0,0.0
134-0000,2017,458.2,0.0,0.0
134-0000,2018,460.526,0.0,0.0
134-0000,2019,494.908,0.0,0.0
134-0000,2020,421.356,0.0,0.0
134-0000,2021,516.842,18.142,0.0351016364769117
135-0000,2011,21802.537,1502.537,0.06891569545324014
135-0000,2012,22675.0,3025.0,0.13340683572216097
135-0000,2013,21432.0,3387.0,0.1580347144456887
135-0000,2014,21741.832,4625.497,0.21274642357644932
135-0000,2015,21437.042999999998,3319.995,0.15487187295374646
135-0000,2016,21035.907,4073.088,0.19362549948523733
135-0000,2017,21836.047,4016.406,0.18393466546394593
135-0000,2018,19990.404,4400.163,0.2201137605823274
135-0000,2019,22156.93,1788.93,0.08073907350882997
135-0000,2020,21271.859,3810.164,0.17911758441046455
135-0000,2021,21521.545,3178.087,0.14767002090230977
136-0000,2011,314.147,0.0,0.0
136-0000,2012,320.0,0.0,0.0
136-0000,2013,283.0,0.0,0.0
136-0000,2014,298.998,0.0,0.0
136-0000,2015,272.628,0.0,0.0
136-0000,2016,256.581,0.0,0.0
136-0000,2017,316.345,0.0,0.0
136-0000,2018,204.142,0.0,0.0
136-0000,2020,123.156,0.0,0.0
136-0000,2021,192.954,0.0,0.0
137-0000,2011,1377.593,0.0,0.0
137-0000,2012,1437.0,0.0,0.0
137-0000,2013,1448.0,0.0,0.0
137-0000,2014,1501.492,0.0,0.0
137-0000,2015,1620.721,0.0,0.0
137-0000,2016,1752.639,0.0,0.0
137-0000,2017,1995.79,0.0,0.0
137-0000,2018,1685.673,0.0,0.0
137-0000,2019,1815.081,0.0,0.0
137-0000,2020,1870.227,0.0,0.0
137-0000,2021,1800.538,0.0,0.0
138-0000,2011,1168.266,0.0,0.0
138-0000,2012,1103.0,6.0,0.005439709882139619
138-0000,2013,1178.0,194.0,0.16468590831918506
138-0000,2014,1314.36,210.629,0.16025213792263915
138-0000,2015,1434.1936743,519.737,0.36238968928214854
138-0000,2016,1251.273,381.503,0.30489189809098416
138-0000,2017,1414.2,371.45,0.26265733276764247
138-0000,2018,1345.055784,273.366,0.20323766735313337
138-0000,2019,1259.742,326.432,0.2591260750217108
138-0000,2020,1348.751,246.171,0.1825177516087106
138-0000,2021,1213.557,69.737,0.057464956322611956
139-0000,2011,501.55854999999997,342.385,0.6826421361972596
139-0000,2012,1146.0,947.0,0.8263525305410122
139-0000,2013,799.0,773.0,0.967459324155194
139-0000,2014,1231.318,742.696,0.6031715608802926
139-0000,2015,490.674168027,484.862,0.9881547299496717
139-0000,2016,856.217,799.771,0.9340751234792114
139-0000,2017,969.977,863.161,0.8898778012262146
139-0000,2018,956.8399999999999,922.939,0.9645698340370387
139-0000,2019,825.2479999999999,713.155,0.8641705281321495
139-0000,2020,486.719,468.819,0.9632231328548917
140-0000,2011,472.118,0.0,0.0
140-0000,2012,455.0,0.0,0.0
140-0000,2013,424.0,0.0,0.0
140-0000,2014,480.5,0.0,0.0
140-0000,2015,475.619,0.0,0.0
140-0000,2016,450.688,0.0,0.0
140-0000,2017,443.143,0.0,0.0
140-0000,2018,373.209,0.0,0.0
140-0000,2019,418.425,0.0,0.0
140-0000,2020,412.978,0.0,0.0
140-0000,2021,458.71,0.0,0.0
141-0000,2011,32.903,0.0,0.0
141-0000,2012,73.0,0.0,0.0
141-0000,2013,72.0,0.0,0.0
141-0000,2014,71.927,0.0,0.0
141-0000,2015,79.428,0.0,0.0
141-0000,2016,71.149,0.0,0.0
141-0000,2017,70.598,0.0,0.0
141-0000,2018,49.8135,0.0,0.0
141-0000,2019,54.689,0.0,0.0
141-0000,2020,13.979,0.0,0.0
141-0000,2021,3.859,0.0,0.0
142-0000,2011,1365.719,0.0,0.0
142-0000,2012,1374.0,0.0,0.0
142-0000,2013,340.0,0.0,0.0
142-0000,2014,1386.126,0.0,0.0
142-0000,2015,1488.142328,0.0,0.0
142-0000,2016,1389.804,0.0,0.0
142-0000,2017,1355.769,0.0,0.0
142-0000,2018,632.1398979,0.0,0.0
142-0000,2019,1046.869,0.0,0.0
142-0000,2020,1204.023,0.0,0.0
142-0000,2021,590.564,0.0,0.0
143-0000,2011,2840.704,0.0,0.0
143-0000,2012,2754.0,0.0,0.0
143-0000,2013,2598.0,0.0,0.0
143-0000,2014,2558.26,0.0,0.0
143-0000,2015,2470.916,0.0,0.0
143-0000,2016,2357.526,0.0,0.0
143-0000,2017,2245.755,0.0,0.0
143-0000,2018,2178.654,0.0,0.0
143-0000,2019,2208.715,0.0,0.0
143-0000,2020,2230.27,0.0,0.0
143-0000,2021,2160.161,0.0,0.0
144-0000,2011,220.9848,0.0,0.0
144-0000,2012,270.0,0.0,0.0
144-0000,2013,110.0,0.0,0.0
144-0000,2014,267.875,0.0,0.0
144-0000,2015,278.162,0.0,0.0
144-0000,2016,245.655,0.0,0.0
144-0000,2017,243.56,0.0,0.0
144-0000,2018,232.445,0.0,0.0
144-0000,2019,219.965,0.0,0.0
144-0000,2020,251.559,0.0,0.0
144-0000,2021,272.217,0.0,0.0
145-0000,2011,302.6524,0.0,0.0
145-0000,2012,298.0,0.0,0.0
145-0000,2013,258.0,0.0,0.0
145-0000,2014,233.035,0.0,0.0
145-0000,2015,241.174,0.0,0.0
145-0000,2016,257.797,0.0,0.0
145-0000,2017,254.725,0.0,0.0
145-0000,2018,242.862,0.0,0.0
145-0000,2019,256.801,0.0,0.0
145-0000,2020,303.312,0.0,0.0
145-0000,2021,290.727,0.0,0.0
146-0000,2011,106.4297,0.0,0.0
146-0000,2012,116.0,0.0,0.0
146-0000,2013,88.0,0.0,0.0
146-0000,2014,72.476,0.0,0.0
146-0000,2015,67.426,0.0,0.0
146-0000,2016,63.519,0.0,0.0
146-0000,2017,69.744,0.0,0.0
146-0000,2018,64.385,0.0,0.0
146-0000,2019,56.324,0.0,0.0
146-0000,2020,65.506,0.0,0.0
146-0000,2021,77.713,0.0,0.0
147-0000,2011,259.1367,0.0,0.0
147-0000,2012,256.0,0.0,0.0
147-0000,2013,237.0,0.0,0.0
147-0000,2014,258.487,0.0,0.0
147-0000,2015,260.8287089,0.0,0.0
147-0000,2016,245.351,0.0,0.0
147-0000,2017,253.533,0.0,0.0
147-0000,2018,253.754,0.0,0.0
147-0000,2019,257.456,0.0,0.0
147-0000,2020,254.675,0.0,0.0
147-0000,2021,295.127,0.0,0.0
148-0000,2011,128.072,0.0,0.0
148-0000,2012,138.0,0.0,0.0
148-0000,2013,50.0,0.0,0.0
148-0000,2015,118.6771428,0.0,0.0
148-0000,2016,121.018344,0.0,0.0
148-0000,2017,120.129,0.0,0.0
148-0000,2018,126.3604822,0.0,0.0
148-0000,2019,120.036,0.0,0.0
148-0000,2020,135.308,0.0,0.0
148-0000,2021,135.798,0.0,0.0
149-1980,2011,1527.344,0.0,0.0
149-1980,2012,1574.0,0.0,0.0
149-1980,2013,1737.0,0.0,0.0
149-1980,2014,1633.556,0.0,0.0
149-1980,2015,1578.936,0.0,0.0
149-1980,2016,1592.997,0.0,0.0
149-1980,2017,1615.584,0.0,0.0
149-1980,2018,1627.662,0.0,0.0
149-1980,2019,1639.134,0.0,0.0
149-1980,2020,1691.692,0.0,0.0
149-1980,2021,1649.99,16.302,0.009880059879150782
150-0000,2011,19900.0,0.0,0.0
150-0000,2012,19344.0,0.0,0.0
150-0000,2013,19434.0,0.0,0.0
150-0000,2014,21796.13,0.0,0.0
150-0000,2015,22412.982,0.0,0.0
150-0000,2016,22085.813,0.0,0.0
150-0000,2017,22369.793,0.0,0.0
150-0000,2018,24837.295,0.0,0.0
150-0000,2019,25789.4,0.0,0.0
150-0000,2020,21413.671,0.0,0.0
150-0000,2021,24328.964,0.0,0.0
153-0000,2011,979.45,0.0,0.0
153-0000,2012,776.0,0.0,0.0
153-0000,2013,894.0,0.0,0.0
153-0000,2014,1058.101,0.0,0.0
153-0000,2015,982.837,0.0,0.0
153-0000,2016,973.386,0.0,0.0
153-0000,2017,1079.539258,0.0,0.0
153-0000,2018,822.1734272,0.0,0.0
153-0000,2019,295.829,0.0,0.0
153-0000,2020,877.806,0.0,0.0
153-0000,2021,1128.606,0.0,0.0
154-0000,2011,1630.624,0.0,0.0
154-0000,2012,1846.0,0.0,0.0
154-0000,2013,1604.0,0.0,0.0
154-0000,2014,1521.699,0.0,0.0
154-0000,2015,1593.556,0.0,0.0
154-0000,2016,1516.727,0.0,0.0
154-0000,2017,1550.304,0.0,0.0
154-0000,2018,1507.844,0.0,0.0
154-0000,2019,1452.696,0.0,0.0
154-0000,2020,1445.44,0.0,0.0
154-0000,2021,1184.104,0.0,0.0
155-0000,2011,192.2303,15.799,0.08218787568869215
155-0000,2012,453.0,36.0,0.07947019867549669
155-0000,2013,182.0,12.0,0.06593406593406594
155-0000,2015,261.56600000000003,7.474,0.02857405014413188
155-0000,2016,448.96599999999995,8.864,0.01974314313333304
155-0000,2018,298.332,0.0,0.0
155-0000,2019,988.847,12.526,0.01266727815324312
155-0000,2020,394.764,12.706999999999999,0.032188852073644
156-0000,2011,392.2319,0.0,0.0
156-0000,2012,389.0,0.0,0.0
156-0000,2013,328.0,0.0,0.0
156-0000,2014,334.783,0.0,0.0
156-0000,2015,327.582,0.0,0.0
156-0000,2016,321.212,0.0,0.0
156-0000,2017,338.018,0.0,0.0
156-0000,2018,320.114,0.0,0.0
156-0000,2019,299.758,0.0,0.0
156-0000,2020,293.843,0.0,0.0
156-0000,2021,303.655,0.0,0.0
157-0000,2011,648.44,0.0,0.0
157-0000,2012,656.0,0.0,0.0
157-0000,2013,684.0,0.0,0.0
157-0000,2014,745.828,0.0,0.0
157-0000,2015,747.389,0.0,0.0
157-0000,2016,733.288,0.0,0.0
157-0000,2017,752.086,0.0,0.0
157-0000,2018,638.836,0.0,0.0
157-0000,2019,710.601,0.0,0.0
157-0000,2020,695.201,0.0,0.0
157-0000,2021,690.707,0.0,0.0
158-0000,2011,399.2111,0.0,0.0
158-0000,2012,409.0,0.0,0.0
158-0000,2013,405.0,0.0,0.0
158-0000,2014,437.054,0.0,0.0
158-0000,2015,434.207,0.0,0.0
158-0000,2016,417.185,0.0,0.0
158-0000,2017,440.038,0.0,0.0
158-0000,2018,386.726,0.0,0.0
158-0000,2019,463.632,0.0,0.0
158-0000,2020,398.057,0.0,0.0
158-0000,2021,432.965,0.0,0.0
159-0000,2011,33500.0,0.0,0.0
159-0000,2012,34531.0,0.0,0.0
159-0000,2013,32745.0,0.0,0.0
159-0000,2014,31747.479,985.501,0.031041866347876
159-0000,2015,31577.868,1813.801,0.05743899493151343
159-0000,2016,31181.993,1726.729,0.05537583822817227
159-0000,2017,31821.879,1907.363,0.059938729576591
