intertie_id,year,generation_mwh,renewable_generation_mwh,ratio_renewable_generation
051-0000,2011,1005.8,0.0,0.0
051-0000,2012,1033.0,0.0,0.0
051-0000,2013,977.0,0.0,0.0
051-0000,2014,955.386,0.0,0.0
051-0000,2015,1021.094,0.0,0.0
051-0000,2016,1032.859,0.0,0.0
051-0000,2017,1084.699,0.0,0.0
051-0000,2018,1131.645,0.0,0.0
051-0000,2019,1028.383,0.0,0.0
051-0000,2020,1037.808,0.0,0.0
051-0000,2021,1106.171,0.0,0.0
052-2005,2011,1472.206,0.0,0.0
052-2005,2012,1411.0,0.0,0.0
052-2005,2013,1327.0,0.0,0.0
052-2005,2014,1324.101,0.0,0.0
052-2005,2015,1393.635,0.0,0.0
052-2005,2016,1481.98,0.0,0.0
052-2005,2017,1554.656,0.0,0.0
052-2005,2018,1570.604,0.0,0.0
052-2005,2019,1535.661,0.0,0.0
052-2005,2020,1587.179,0.0,0.0
052-2005,2021,1545.265,0.0,0.0
054-0000,2011,727.038,0.0,0.0
054-0000,2012,753.0,0.0,0.0
054-0000,2013,717.0,0.0,0.0
054-0000,2014,708.712,8.649,0.012203828917811466
054-0000,2015,640.414,8.173,0.012762057044349438
054-0000,2016,599.8240000000001,7.316,0.012196911093920881
054-0000,2017,698.923,7.556,0.010810919085507274
054-0000,2018,710.627,0.044,6.191715203615962e-05
054-0000,2019,625.436,0.08,0.00012791076944723362
054-0000,2020,657.693,7.251,0.01102490067554315
054-0000,2021,677.2919999999999,6.636,0.00979784199429493
055-0000,2011,2783.27,496.85,0.17851304400938464
055-0000,2012,3009.0,517.0,0.17181787969425058
055-0000,2013,2973.0,562.0,0.18903464513958965
055-0000,2014,3098.297,390.042,0.1258891578179884
055-0000,2015,3128.003,378.784,0.12109451301677139
055-0000,2016,3073.884,579.794,0.18861934933133456
055-0000,2017,3078.249,379.604,0.12331815912228024
055-0000,2018,2992.741,397.908,0.1329577133470621
055-0000,2019,2974.777,276.88,0.09307588434359954
055-0000,2020,3077.748,396.545,0.1288425823036844
055-0000,2021,2789.394,322.363,0.1155673956422076
057-0000,2011,1511.732,0.0,0.0
057-0000,2012,1500.0,0.0,0.0
057-0000,2013,1525.0,0.0,0.0
057-0000,2014,1554.2,0.0,0.0
057-0000,2015,1617.644,0.0,0.0
057-0000,2016,1578.772,0.0,0.0
057-0000,2017,1615.844,0.0,0.0
057-0000,2018,1668.503,0.0,0.0
057-0000,2019,1667.736,0.0,0.0
057-0000,2020,1662.203,0.0,0.0
057-0000,2021,1715.15,0.0,0.0
058-0000,2011,1212.085,0.0,0.0
058-0000,2012,1208.0,0.0,0.0
058-0000,2013,1267.0,0.0,0.0
058-0000,2014,1220.661,0.0,0.0
058-0000,2015,1214.445,0.0,0.0
058-0000,2016,1322.266,0.0,0.0
058-0000,2017,1326.219,0.0,0.0
058-0000,2018,1295.253,0.0,0.0
058-0000,2019,1678.719,0.0,0.0
058-0000,2020,1830.596,0.0,0.0
058-0000,2021,1873.521,0.0,0.0
059-0000,2011,1966.457,0.0,0.0
059-0000,2012,2034.0,0.0,0.0
059-0000,2013,1966.0,0.0,0.0
059-0000,2014,1966.084,0.0,0.0
059-0000,2015,2010.883,0.0,0.0
059-0000,2016,1972.116,0.0,0.0
059-0000,2017,1942.266,0.0,0.0
059-0000,2018,1968.763,0.0,0.0
059-0000,2019,2010.362,0.0,0.0
059-0000,2020,2063.624,0.0,0.0
059-0000,2021,2178.55,0.0,0.0
060-0000,2011,1315.918,0.0,0.0
060-0000,2012,1324.0,0.0,0.0
060-0000,2013,1302.0,0.0,0.0
060-0000,2014,1260.36,0.0,0.0
060-0000,2015,1252.986,0.0,0.0
060-0000,2016,1303.487,0.0,0.0
060-0000,2017,1321.193,0.0,0.0
060-0000,2018,1307.009,0.0,0.0
060-0000,2019,1267.364,0.0,0.0
060-0000,2020,1263.899,0.0,0.0
060-0000,2021,1286.827,0.0,0.0
061-0000,2011,1644.176,0.0,0.0
061-0000,2012,1627.0,0.0,0.0
061-0000,2013,1585.0,0.0,0.0
061-0000,2014,1518.762,0.0,0.0
061-0000,2015,1506.366,0.0,0.0
061-0000,2016,1508.929,0.0,0.0
061-0000,2017,1471.29,0.0,0.0
061-0000,2018,1502.128,0.0,0.0
061-0000,2019,1422.0,0.0,0.0
061-0000,2020,1491.798,0.0,0.0
061-0000,2021,1564.778,0.0,0.0
062-0000,2011,947.537,238.706,0.25192261621445916
062-0000,2012,959.0,184.0,0.19186652763295098
062-0000,2013,915.0,233.0,0.2546448087431694
062-0000,2014,984.579,231.822,0.23545291947116484
062-0000,2015,952.971,199.021,0.20884266152904965
062-0000,2016,945.2170000000001,117.868,0.12469940764924878
062-0000,2017,932.361,145.271,0.1558098204450851
062-0000,2018,909.696,135.193,0.14861338293232026
062-0000,2019,860.77,60.649,0.07045900763270095
062-0000,2020,897.087,33.954,0.037849171819455636
062-0000,2021,924.559,4.24,0.0045859701760515015
063-0000,2011,652.663,0.0,0.0
063-0000,2012,652.0,0.0,0.0
063-0000,2013,606.0,0.0,0.0
063-0000,2014,614.149,0.0,0.0
063-0000,2015,663.715,0.0,0.0
063-0000,2016,665.416,0.0,0.0
063-0000,2017,632.512,0.0,0.0
063-0000,2018,623.494,0.0,0.0
063-0000,2019,654.595,0.0,0.0
063-0000,2020,686.371,0.0,0.0
063-0000,2021,768.323,0.0,0.0
065-0000,2011,1466.378,0.0,0.0
065-0000,2012,1443.0,0.0,0.0
065-0000,2013,1390.0,0.0,0.0
065-0000,2014,1373.098,0.0,0.0
065-0000,2015,1384.652,0.0,0.0
065-0000,2016,1377.62,0.0,0.0
065-0000,2017,1724.326,0.0,0.0
065-0000,2018,1832.28,0.0,0.0
065-0000,2019,1825.185,0.0,0.0
065-0000,2020,1887.222,0.0,0.0
065-0000,2021,1921.708,0.0,0.0
066-0000,2011,1800.64,0.0,0.0
066-0000,2012,1864.0,0.0,0.0
066-0000,2013,1874.0,0.0,0.0
066-0000,2014,1791.85,0.0,0.0
066-0000,2015,1837.843,0.0,0.0
066-0000,2016,1852.883,0.0,0.0
066-0000,2017,1860.923,0.0,0.0
066-0000,2018,1941.352,0.0,0.0
066-0000,2019,1864.849,0.0,0.0
066-0000,2020,1870.753,0.0,0.0
066-0000,2021,1852.771,0.0,0.0
067-0000,2011,2001.474,0.0,0.0
067-0000,2012,2003.0,0.0,0.0
067-0000,2013,1925.0,0.0,0.0
067-0000,2014,1863.79,0.0,0.0
067-0000,2015,1976.306,0.0,0.0
067-0000,2016,1893.38,0.0,0.0
067-0000,2017,1948.724,15.576,0.00799292254829314
067-0000,2018,2012.354,11.499,0.005714203365809395
067-0000,2019,1981.654,8.577,0.00432820260247248
067-0000,2020,1969.09,12.355,0.006274471964206817
067-0000,2021,1975.663,12.542,0.006348248663866256
068-0000,2011,1110.214,0.0,0.0
068-0000,2012,1064.0,0.0,0.0
068-0000,2013,1038.0,0.0,0.0
068-0000,2014,1002.902,0.0,0.0
068-0000,2015,985.13,0.0,0.0
068-0000,2016,1046.427,0.0,0.0
068-0000,2017,1037.729,0.0,0.0
068-0000,2018,975.183,0.0,0.0
068-0000,2019,1000.495,0.0,0.0
068-0000,2020,1054.759,0.0,0.0
068-0000,2021,1070.917,0.0,0.0
069-0000,2011,788.019,0.0,0.0
069-0000,2012,853.0,0.0,0.0
069-0000,2013,831.0,0.0,0.0
069-0000,2014,850.111,0.0,0.0
069-0000,2015,835.282,0.0,0.0
069-0000,2016,869.528,0.0,0.0
069-0000,2017,862.4,0.0,0.0
069-0000,2018,809.976,0.0,0.0
069-0000,2019,759.839,0.0,0.0
069-0000,2020,800.502,0.0,0.0
069-0000,2021,808.805,0.0,0.0
070-0000,2011,1750.671,0.0,0.0
070-0000,2012,1814.0,0.0,0.0
070-0000,2013,1805.0,0.0,0.0
070-0000,2014,1721.899,0.0,0.0
070-0000,2015,1809.641,0.0,0.0
070-0000,2016,1974.124,0.0,0.0
070-0000,2017,2018.359,0.0,0.0
070-0000,2018,1824.956,0.0,0.0
070-0000,2019,1802.533,0.0,0.0
070-0000,2020,1824.236,0.0,0.0
070-0000,2021,1876.637,0.0,0.0
071-0000,2011,1824.405,409.24,0.22431422847448895
071-0000,2012,1917.0,536.0,0.279603547209181
071-0000,2013,2021.0,568.0,0.281048985650668
071-0000,2014,2130.527,425.341,0.19964121553024206
071-0000,2015,2239.309,485.175,0.21666281875346366
071-0000,2016,2220.253,694.313,0.3127179650247066
071-0000,2017,2280.578,538.548,0.23614539822799308
071-0000,2018,2159.919,551.549,0.2553563351218263
071-0000,2019,2192.4759999999997,628.001,0.2864346063537298
071-0000,2020,2274.859,371.809,0.16344265732513533
071-0000,2021,2340.753,561.295,0.23979249412475384
072-0000,2011,1123.786,0.0,0.0
072-0000,2012,1034.0,0.0,0.0
072-0000,2013,1019.0,0.0,0.0
072-0000,2014,1039.636,0.0,0.0
072-0000,2015,997.381,0.0,0.0
072-0000,2016,1023.124,0.0,0.0
072-0000,2017,994.656,0.0,0.0
072-0000,2018,1010.729,0.0,0.0
072-0000,2019,970.412,0.0,0.0
072-0000,2020,945.36,0.0,0.0
072-0000,2021,951.299,0.0,0.0
075-2020,2011,5969.3,0.0,0.0
075-2020,2012,6124.0,0.0,0.0
075-2020,2013,6069.0,0.0,0.0
075-2020,2014,5852.8060000000005,0.0,0.0
075-2020,2015,5955.323,0.0,0.0
075-2020,2016,5820.564,0.0,0.0
075-2020,2017,5795.889999999999,0.0,0.0
075-2020,2018,5844.812,0.0,0.0
075-2020,2019,4926.966,1112.314,0.2257604375593418
075-2020,2020,6430.665,1912.159,0.2973501185336198
075-2020,2021,4052.88,2060.478,0.5083984721975484
076-0000,2011,2113.5609999999997,359.924,0.1702926955976194
076-0000,2012,2146.0,242.0,0.11276794035414725
076-0000,2013,2156.0,353.0,0.1637291280148423
076-0000,2014,2190.312,268.771,0.12270900218781618
076-0000,2015,2179.374,258.538,0.11862947800606966
076-0000,2016,2338.771,180.963,0.07737525392610049
076-0000,2017,2319.428,110.783,0.04776306917050239
076-0000,2018,2244.541,125.398,0.055867992609624856
076-0000,2019,2309.051,80.989,0.03507458258825812
076-0000,2020,2377.476,57.261,0.024084785713925187
076-0000,2021,2527.635,54.958,0.021742854486506157
077-0000,2011,1735.552,0.0,0.0
077-0000,2012,1649.0,0.0,0.0
077-0000,2013,1674.0,0.0,0.0
077-0000,2014,1711.609,0.0,0.0
077-0000,2015,1671.054,0.0,0.0
077-0000,2016,1671.649,0.0,0.0
077-0000,2017,1688.073,0.0,0.0
077-0000,2018,1672.489,0.0,0.0
077-0000,2019,1643.411,0.0,0.0
077-0000,2020,1654.537,0.0,0.0
077-0000,2021,1710.611,0.0,0.0
078-0000,2011,2853.6620000000003,107.907,0.03781351820923431
078-0000,2012,3232.0,95.0,0.029393564356435642
078-0000,2013,2863.0,54.0,0.018861334264757248
078-0000,2014,2642.435,47.939,0.018141978894466657
078-0000,2015,2782.708,104.58,0.03758209628893869
078-0000,2016,2867.62,63.935,0.022295492429261897
078-0000,2017,2855.156,14.837,0.005196563690390297
078-0000,2018,2713.826,0.0,0.0
078-0000,2019,2558.41,0.0,0.0
078-0000,2020,2928.116,0.0,0.0
078-0000,2021,2859.981,0.0,0.0
079-0000,2011,369.015,0.0,0.0
079-0000,2012,359.0,0.0,0.0
079-0000,2013,376.0,0.0,0.0
079-0000,2014,380.435,0.0,0.0
079-0000,2015,386.457,0.0,0.0
079-0000,2016,399.0148889,0.0,0.0
079-0000,2017,422.726,0.0,0.0
079-0000,2018,403.281,0.0,0.0
079-0000,2019,414.287,0.0,0.0
079-0000,2020,426.422,0.0,0.0
079-0000,2021,434.028,0.0,0.0
080-0000,2011,903.921,0.082,9.071589220739423e-05
080-0000,2012,961.0,148.0,0.15400624349635797
080-0000,2013,1032.0,295.0,0.2858527131782946
080-0000,2014,1153.637,378.007,0.32766546149265324
080-0000,2015,1123.779,329.269,0.29300155991525023
080-0000,2016,1188.512,436.104,0.36693276971540884
080-0000,2017,1132.1660000000002,317.836,0.2807326840763633
080-0000,2018,1110.48,331.214,0.29826201282328363
080-0000,2019,1155.884,393.317,0.3402737644953992
080-0000,2020,1128.362,316.057,0.2801024848408578
080-0000,2021,1109.4209999999998,292.818,0.2639376755983527
081-0000,2011,1593.91,0.0,0.0
081-0000,2012,1600.0,0.0,0.0
081-0000,2013,1630.0,0.0,0.0
081-0000,2014,1651.186,0.0,0.0
081-0000,2015,1671.336,0.0,0.0
081-0000,2016,1684.446,0.0,0.0
081-0000,2017,1656.506,0.0,0.0
081-0000,2018,1642.816,0.0,0.0
081-0000,2019,1714.112,0.0,0.0
081-0000,2020,1803.318,0.0,0.0
081-0000,2021,1851.293,0.0,0.0
084-0000,2011,1354.235,0.0,0.0
084-0000,2012,1414.0,0.0,0.0
084-0000,2013,1517.0,0.0,0.0
084-0000,2014,1536.433,0.0,0.0
084-0000,2015,2219.982,0.0,0.0
084-0000,2016,3406.212,0.0,0.0
084-0000,2017,3473.896,0.0,0.0
084-0000,2018,3519.456,0.0,0.0
084-0000,2019,3456.195,0.0,0.0
084-0000,2020,3505.795,0.0,0.0
084-0000,2021,3563.795,0.0,0.0
084-2015,2011,1734.962,0.0,0.0
084-2015,2012,1798.0,0.0,0.0
084-2015,2013,1720.0,0.0,0.0
084-2015,2014,1748.687,0.0,0.0
084-2015,2015,1130.45,0.0,0.0
085-0000,2011,837.989,0.0,0.0
085-0000,2012,819.0,0.0,0.0
085-0000,2013,838.0,0.0,0.0
085-0000,2014,832.979,0.0,0.0
085-0000,2015,851.047,0.0,0.0
085-0000,2016,866.054,0.0,0.0
085-0000,2017,857.0953708,0.0,0.0
085-0000,2018,885.521,0.0,0.0
085-0000,2019,861.802,0.0,0.0
085-0000,2020,834.658,0.0,0.0
085-0000,2021,873.107,0.0,0.0
086-0000,2011,3044.756,0.0,0.0
086-0000,2012,3032.0,0.0,0.0
086-0000,2013,3008.0,0.0,0.0
086-0000,2014,3057.693,0.0,0.0
086-0000,2015,3002.202,0.0,0.0
086-0000,2016,3034.629,0.0,0.0
086-0000,2017,3071.161,0.0,0.0
086-0000,2018,3084.073,0.0,0.0
086-0000,2019,3012.627,0.0,0.0
086-0000,2020,2931.37,0.0,0.0
086-0000,2021,3271.28,0.0,0.0
088-2008,2011,3152.081,559.973,0.17765184333778222
088-2008,2012,3186.0,640.0,0.20087884494664154
088-2008,2013,3145.0,557.0,0.17710651828298887
088-2008,2014,3332.743,687.991,0.20643385943650622
088-2008,2015,3600.184,729.037,0.20249992778146894
