aea_plant_id,plant_name,intertie_id,generator_id,prime_mover,primary_fuel,other_fuel,capacity_mw,status
P278,Klawock,023-2015,4,IC,DFO,,0.3,RE
P28,Thorne Bay Plant,023-2015,2,IC,DFO,,0.6,OP
P28,Thorne Bay Plant,023-2015,4,IC,DFO,,0.4,OP
P29,Tok,015-2008,2,IC,DFO,,1.1,OP
P29,Tok,015-2008,3,IC,DFO,,1.18,OP
P29,Tok,015-2008,1,IC,DFO,,1.3,OP
P29,Tok,015-2008,5,IC,DFO,,0.6,OS
P29,Tok,015-2008,4,IC,DFO,,1.03,OP
P293,Hiilangaay Hydro,023-2015,GEN 1,HY,WAT,,5.0,OP
P296,Chugach Storage,215-1985,,BA,MWH,,2.0,OP
P296,Chugach Storage,215-1985,,FW,MWH,,1.0,OP
P297,TDX Saint Paul Wind,180-0000,,FW,MWH,,0.16,RE
P297,TDX Saint Paul Wind,180-0000,,WT,WND,,0.225,OP
P298,Juniper Creek Hydroelectric Project,215-1985,,HY,WAT,,0.3,OP
P3,Akiachak,002-0000,3,IC,DFO,,0.25,OP
P3,Akiachak,002-0000,4,IC,DFO,,0.25,OP
P3,Akiachak,002-0000,2,IC,DFO,,0.5,OS
P3,Akiachak,002-0000,1,IC,DFO,,0.5,OP
P31,Bettles,007-0000,2,IC,DFO,,0.3,OP
P31,Bettles,007-0000,3,IC,DFO,,0.2,OP
P31,Bettles,007-0000,1,IC,DFO,,0.1,OP
P33,Coffman Cove,023-2015,1,IC,DFO,,0.0,OS
P33,Coffman Cove,023-2015,2,IC,DFO,,0.3,OP
P33,Coffman Cove,023-2015,3,IC,DFO,,0.4,OP
P34,Eagle,009-0000,,HA,WAT,,0.025,RE
P34,Eagle,009-0000,2,IC,DFO,,0.18,OP
P34,Eagle,009-0000,3,IC,DFO,,0.175,OP
P34,Eagle,009-0000,1,IC,DFO,,0.175,OP
P34,Eagle,009-0000,,PV,SUN,,0.024,OP
P35,Gustavus,118-0000,,HY,WAT,,0.8,OP
P35,Gustavus,118-0000,1,IC,DFO,,0.4,OP
P35,Gustavus,118-0000,2,IC,DFO,,0.4,OP
P35,Gustavus,118-0000,3,IC,DFO,,0.1,OP
P35,Gustavus,118-0000,4,IC,DFO,,0.5,OP
P36,Healy Lake,011-0000,1,IC,DFO,,0.051,OP
P36,Healy Lake,011-0000,2,IC,DFO,,0.05,OP
P37,Hollis,023-2015,1,IC,DFO,,0.0,OP
P4,Akiak,003-0000,1,IC,DFO,,0.23,OP
P4,Akiak,003-0000,3,IC,DFO,,0.23,OP
P4,Akiak,003-0000,2,IC,DFO,,0.23,OS
P4,Akiak,003-0000,4,IC,DFO,,0.23,OP
P40,Whale Pass,213-0000,1,IC,DFO,,0.112,OP
P40,Whale Pass,213-0000,2,IC,DFO,,0.25,OP
P40,Whale Pass,213-0000,3,IC,DFO,,0.25,OP
P41,Dewey Lakes ,032-1998,,HY,WAT,,0.943,OP
P42,Lutak,032-1998,,HY,WAT,,0.285,OP
P42,Lutak,032-1998,1,IC,DFO,,1.5,OP
P43,Naukati Bay,023-2015,1,IC,DFO,,0.14,OP
P43,Naukati Bay,023-2015,2,IC,DFO,,0.18,OP
P45,Alakanuk,218-0000,UNIT4,IC,DFO,,0.8,SB
P45,Alakanuk,218-0000,UNIT1,IC,DFO,,0.4,RE
P45,Alakanuk,218-0000,UNIT2,IC,DFO,,0.5,RE
P45,Alakanuk,218-0000,UNIT3,IC,DFO,,0.4,RE
P46,Ambler,035-0000,1A,IC,DFO,,0.4,OP
P46,Ambler,035-0000,2,IC,DFO,,0.3,OP
P46,Ambler,035-0000,3,IC,DFO,,0.4,OP
P46,Ambler,035-0000,1,IC,DFO,,0.4,RE
P47,Bethel,034-1988,1,IC,DFO,,2.1,OP
P47,Bethel,034-1988,2,IC,DFO,,2.1,OP
P47,Bethel,034-1988,3,IC,DFO,,2.1,OP
P47,Bethel,034-1988,4,IC,DFO,,2.1,OP
P47,Bethel,034-1988,6,IC,DFO,,2.1,OP
P47,Bethel,034-1988,7,IC,DFO,,2.1,OP
P47,Bethel,034-1988,,WT,WND,,0.9,OP
P48,Brevig Mission,039-0000,1,IC,DFO,,0.2,OP
P48,Brevig Mission,039-0000,2,IC,DFO,,0.4,OP
P48,Brevig Mission,039-0000,3A,IC,DFO,,0.4,OP
P48,Brevig Mission,039-0000,3,IC,DFO,,0.5,RE
P49,Chevak,040-0000,1A,IC,DFO,,0.5,OP
P49,Chevak,040-0000,2A,IC,DFO,,0.5,OP
P49,Chevak,040-0000,3A,IC,DFO,,0.8,OP
P49,Chevak,040-0000,1,IC,DFO,,0.4,RE
P49,Chevak,040-0000,2,IC,DFO,,0.3,RE
P49,Chevak,040-0000,3,IC,DFO,,0.3,RE
P49,Chevak,040-0000,,WT,WND,,0.4,OP
P5,Akutan,004-0000,,HY,WAT,,0.105,OP
P5,Akutan,004-0000,1,IC,DFO,,0.15,OP
P5,Akutan,004-0000,2,IC,DFO,,0.15,OP
P5,Akutan,004-0000,3,IC,DFO,,0.1,OP
P50,Elim,043-0000,UNIT3,IC,DFO,,1.0,RE
P50,Elim,043-0000,1,IC,DFO,,0.325,OP
P50,Elim,043-0000,2,IC,DFO,,0.325,OP
P50,Elim,043-0000,3,IC,DFO,,0.66,OP
P51,Emmonak,045-0000,2A,IC,DFO,,0.5,OP
P51,Emmonak,045-0000,4a,IC,DFO,,0.5,OP
P51,Emmonak,045-0000,5B,IC,DFO,,1.3,OP
P51,Emmonak,045-0000,6,IC,DFO,,0.9,OP
P51,Emmonak,045-0000,2,IC,DFO,,0.3,RE
P51,Emmonak,045-0000,4,IC,DFO,,0.3,RE
P51,Emmonak,045-0000,5,IC,DFO,,0.5,RE
P51,Emmonak,045-0000,5a,IC,DFO,,0.5,RE
P51,Emmonak,045-0000,,WT,WND,,0.4,OP
P52,Gambell,046-0000,UNIT1,IC,DFO,,0.3,RE
P52,Gambell,046-0000,1,IC,DFO,,0.6,OS
P52,Gambell,046-0000,2,IC,DFO,,0.6,OP
P52,Gambell,046-0000,3,IC,DFO,,0.75,OP
P52,Gambell,046-0000,,WT,WND,,0.3,OP
P53,Hooper Bay,050-0000,3B,IC,DFO,,0.4,OP
P53,Hooper Bay,050-0000,4B,IC,DFO,,0.5,OP
P53,Hooper Bay,050-0000,5A,IC,DFO,,0.8,OP
P53,Hooper Bay,050-0000,6,IC,DFO,,0.5,OP
P53,Hooper Bay,050-0000,3A,IC,DFO,,0.3,RE
P53,Hooper Bay,050-0000,4A,IC,DFO,,0.3,RE
P53,Hooper Bay,050-0000,5,IC,DFO,,0.5,RE
P53,Hooper Bay,050-0000,,WT,WND,,0.3,OP
P54,Kasigluk,055-0000,1,IC,DFO,,0.8,OP
P54,Kasigluk,055-0000,5A,IC,DFO,,0.7,OP
P54,Kasigluk,055-0000,UNIT1,IC,DFO,,0.4,RE
P54,Kasigluk,055-0000,2,IC,DFO,,0.75,OP
P54,Kasigluk,055-0000,3,IC,DFO,,0.756,OP
P54,Kasigluk,055-0000,,WT,WND,,0.3,OP
P55,Kiana,057-0000,1B,IC,DFO,,0.3,OP
P55,Kiana,057-0000,3B,IC,DFO,,0.4,OP
P55,Kiana,057-0000,4,IC,DFO,,0.5,OP
P55,Kiana,057-0000,1A,IC,DFO,,0.3,RE
P55,Kiana,057-0000,2,IC,DFO,,0.3,RE
P55,Kiana,057-0000,3A,IC,DFO,,0.3,RE
P56,Kivalina,058-0000,UNIT1,IC,DFO,,0.2,OP
P56,Kivalina,058-0000,UNIT2,IC,DFO,,0.3,OP
P56,Kivalina,058-0000,UNIT3,IC,DFO,,0.2,OP
P56,Kivalina,058-0000,UNIT4,IC,DFO,,0.4,OP
P57,Kotlik,059-0000,1,IC,DFO,,0.275,OS
P57,Kotlik,059-0000,2,IC,DFO,,0.275,OS
P57,Kotlik,059-0000,3,IC,DFO,,0.42,OP
P57,Kotlik,059-0000,4,IC,DFO,,0.42,OP
P58,Koyuk,060-0000,1,IC,DFO,,0.224,OP
P58,Koyuk,060-0000,2,IC,DFO,,0.325,OP
P58,Koyuk,060-0000,3,IC,DFO,,0.5,OP
P59,Marshall,061-0000,1,IC,DFO,,0.5,OP
P59,Marshall,061-0000,2,IC,DFO,,0.325,OP
P59,Marshall,061-0000,3,IC,DFO,,0.325,OP
P6,Annex Creek,222-0000,5,HY,WAT,,1.8,OP
P6,Annex Creek,222-0000,6,HY,WAT,,2.2,OP
P60,Mountain Village,075-2020,3A,IC,DFO,,0.3,RE
P60,Mountain Village,075-2020,4,IC,DFO,,0.6,RE
P60,Mountain Village,075-2020,5,IC,DFO,,0.5,RE
P60,Mountain Village,075-2020,1,IC,DFO,,0.3,OS
P60,Mountain Village,075-2020,2,IC,DFO,,0.5,OS
P60,Mountain Village,075-2020,3,IC,DFO,,0.75,OP
P60,Mountain Village,075-2020,4,IC,DFO,,0.75,OP
P61,New Stuyahok,065-0000,3,IC,DFO,,0.5,RE
P61,New Stuyahok,065-0000,1,IC,DFO,,0.4,OP
P61,New Stuyahok,065-0000,2,IC,DFO,,0.376,OP
P61,New Stuyahok,065-0000,3,IC,DFO,,0.455,OP
P62,Noatak,066-0000,UNIT5,IC,DFO,,0.4,RE
P62,Noatak,066-0000,1,IC,DFO,,0.268,OP
P62,Noatak,066-0000,2,IC,DFO,,0.5,OP
P62,Noatak,066-0000,3,IC,DFO,,0.484,OP
P63,Noorvik,067-0000,2A,IC,DFO,,0.4,RE
P63,Noorvik,067-0000,3,IC,DFO,,0.3,RE
P63,Noorvik,067-0000,1,IC,DFO,,0.376,OP
P63,Noorvik,067-0000,2,IC,DFO,,0.5,OP
P63,Noorvik,067-0000,3,IC,DFO,,0.75,OP
P63,Noorvik,067-0000,,PV,SUN,,0.023,OP
P64,Nunapitchuk,204-0000,1A,IC,DFO,,0.5,SB
P64,Nunapitchuk,204-0000,2,IC,DFO,,0.3,RE
P64,Nunapitchuk,204-0000,3,IC,DFO,,0.3,RE
P64,Nunapitchuk,204-0000,4,IC,DFO,,0.6,RE
P64,Nunapitchuk,204-0000,5,IC,DFO,,0.5,RE
P65,Pilot Station,070-0000,UNIT1,IC,DFO,,0.4,RE
P65,Pilot Station,070-0000,1,IC,DFO,,0.625,OP
P65,Pilot Station,070-0000,2,IC,DFO,,0.5,OP
P65,Pilot Station,070-0000,3,IC,DFO,,0.376,OP
P66,Quinhagak,071-0000,UNIT3,IC,DFO,,0.4,RE
P66,Quinhagak,071-0000,1,IC,DFO,,0.528,OP
P66,Quinhagak,071-0000,2,IC,DFO,,0.376,OP
P66,Quinhagak,071-0000,3,IC,DFO,,0.376,OP
P66,Quinhagak,071-0000,,WT,WND,,0.3,OP
P67,Saint Mary's,075-2020,1,IC,DFO,,0.6,RE
P67,Saint Mary's,075-2020,1,IC,DFO,,0.455,OP
P67,Saint Mary's,075-2020,2,IC,DFO,,0.91,OS
P67,Saint Mary's,075-2020,3,IC,DFO,,0.915,OP
P67,Saint Mary's,075-2020,,WT,WND,,0.9,OP
P68,Savoonga,076-0000,UNIT2,IC,DFO,,0.5,RE
P68,Savoonga,076-0000,1,IC,DFO,,0.5,OP
P68,Savoonga,076-0000,2,IC,DFO,,0.5,OP
P68,Savoonga,076-0000,3,IC,DFO,,0.5,OP
P68,Savoonga,076-0000,,WT,WND,,0.2,OP
P69,Scammon Bay,077-0000,1,IC,DFO,,0.275,OP
P69,Scammon Bay,077-0000,2,IC,DFO,,0.35,OP
P69,Scammon Bay,077-0000,3,IC,DFO,,0.455,OP
P7,Auke Bay,222-0000,13,GT,DFO,,2.8,SB
P7,Auke Bay,222-0000,14,GT,DFO,,30.9,SB
P7,Auke Bay,222-0000,4,IC,DFO,,2.5,SB
P70,Selawik,078-0000,1,IC,DFO,,0.3,RE
P70,Selawik,078-0000,1A,IC,DFO,,0.3,RE
P70,Selawik,078-0000,2,IC,DFO,,0.7,RE
P70,Selawik,078-0000,2A,IC,DFO,,0.5,RE
P70,Selawik,078-0000,3,IC,DFO,,0.3,RE
P70,Selawik,078-0000,3A,IC,DFO,,0.8,RE
P70,Selawik,078-0000,1,IC,DFO,,0.75,OP
P70,Selawik,078-0000,2,IC,DFO,,0.5,OP
P70,Selawik,078-0000,3,IC,DFO,,1.0,OP
P70,Selawik,078-0000,,WT,WND,,0.26,OP
P71,Shishmaref,081-0000,3,IC,DFO,,0.3,RE
P71,Shishmaref,081-0000,4,IC,DFO,,0.5,RE
P71,Shishmaref,081-0000,1,IC,DFO,,0.376,OP
P71,Shishmaref,081-0000,2,IC,DFO,,0.3,OP
P71,Shishmaref,081-0000,3,IC,DFO,,0.26,OP
P71,Shishmaref,081-0000,4,IC,DFO,,0.5,OP
P72,Shungnak,149-1980,,BA,MWH,,0.235,OP
P72,Shungnak,149-1980,1,IC,DFO,,0.5,OP
P72,Shungnak,149-1980,2,IC,DFO,,0.5,OP
P72,Shungnak,149-1980,3,IC,DFO,,0.5,OP
P72,Shungnak,149-1980,,PV,SUN,,0.224,OP
P73,Saint Michael,084-2015,4,IC,DFO,,0.7,SB
P73,Saint Michael,084-2015,UNIT1,IC,DFO,,0.5,RE
P73,Saint Michael,084-2015,UNIT2,IC,DFO,,0.3,RE
P73,Saint Michael,084-2015,UNIT3,IC,DFO,,0.2,RE
P74,Stebbins,084-0000,UNIT1,IC,DFO,,0.5,RE
P74,Stebbins,084-0000,UNIT2,IC,DFO,,0.4,RE
P74,Stebbins,084-0000,UNIT3,IC,DFO,,0.3,RE
P74,Stebbins,084-0000,1,IC,DFO,,0.528,OP
P74,Stebbins,084-0000,2,IC,DFO,,0.528,OP
P74,Stebbins,084-0000,3,IC,DFO,,0.528,OP
P74,Stebbins,084-0000,4,IC,DFO,,0.528,OP
P75,Togiak,086-0000,2,IC,DFO,,0.3,RE
P75,Togiak,086-0000,2a,IC,DFO,,0.5,RE
P75,Togiak,086-0000,4,IC,DFO,,0.3,RE
P75,Togiak,086-0000,4B,IC,DFO,,0.8,RE
P75,Togiak,086-0000,4a,IC,DFO,,0.5,RE
P75,Togiak,086-0000,5,IC,DFO,,0.5,RE
P75,Togiak,086-0000,5A,IC,DFO,,0.8,RE
P75,Togiak,086-0000,1,IC,DFO,,0.528,OP
P75,Togiak,086-0000,3,IC,DFO,,1.05,OP
P75,Togiak,086-0000,4,IC,DFO,,0.528,OP
P75,Togiak,086-0000,2,IC,DFO,,0.528,OP
P76,Toksook Bay,088-2008,UNIT1,IC,DFO,,0.4,RE
P76,Toksook Bay,088-2008,1,IC,DFO,,0.75,OP
P76,Toksook Bay,088-2008,2,IC,DFO,,0.5,OP
P76,Toksook Bay,088-2008,3,IC,DFO,,0.756,OP
P76,Toksook Bay,088-2008,,WT,WND,,0.1,OP
P77,Upper Kalskag,052-2005,UNIT1,IC,DFO,,0.2,OP
P77,Upper Kalskag,052-2005,UNIT2,IC,DFO,,0.4,OP
P77,Upper Kalskag,052-2005,UNIT3,IC,DFO,,0.5,OP
P78,Yakutat,091-0000,2A,IC,DFO,,0.8,RE
P78,Yakutat,091-0000,3,IC,DFO,,0.6,RE
P78,Yakutat,091-0000,4,IC,DFO,,1.1,RE
P78,Yakutat,091-0000,4A,IC,DFO,,1.1,RE
P78,Yakutat,091-0000,5,IC,DFO,,0.3,RE
P78,Yakutat,091-0000,1,IC,DFO,,1.0,OP
P78,Yakutat,091-0000,2,IC,DFO,,1.285,OP
P78,Yakutat,091-0000,3,IC,DFO,,1.285,OP
P78,Yakutat,091-0000,4,IC,DFO,,0.6,OP
P79,Anvik,036-0000,1,IC,DFO,,0.175,OP
P79,Anvik,036-0000,2,IC,DFO,,0.16,OP
P79,Anvik,036-0000,3,IC,DFO,,0.105,OP
P8,Gold Creek,222-0000,1,HY,WAT,,0.8,OP
P8,Gold Creek,222-0000,2,HY,WAT,,0.4,OP
P8,Gold Creek,222-0000,3,HY,WAT,,0.4,OP
P8,Gold Creek,222-0000,IC1,IC,DFO,,1.2,SB
P8,Gold Creek,222-0000,IC2,IC,DFO,,1.2,SB
P8,Gold Creek,222-0000,IC3,IC,DFO,,1.1,SB
P8,Gold Creek,222-0000,IC4,IC,DFO,,3.5,SB
P8,Gold Creek,222-0000,IC5,IC,DFO,,1.1,SB
P80,Eek,041-0000,1,IC,DFO,,0.43,OP
P80,Eek,041-0000,2,IC,DFO,,0.26,OP
P80,Eek,041-0000,3,IC,DFO,,0.43,OP
P81,Ekwok,208-0000,1,IC,DFO,,0.22,OP
P81,Ekwok,208-0000,2,IC,DFO,,0.1,OS
P82,Goodnews Bay,047-0000,1,IC,DFO,,0.15,OP
P82,Goodnews Bay,047-0000,2,IC,DFO,,0.268,OP
P82,Goodnews Bay,047-0000,3,IC,DFO,,0.224,OP
P83,Grayling,048-0000,1,IC,DFO,,0.0,OP
P83,Grayling,048-0000,2,IC,DFO,,0.105,OP
P83,Grayling,048-0000,3,IC,DFO,,0.268,OP
P84,Holy Cross,049-0000,1,IC,DFO,,0.25,OP
P84,Holy Cross,049-0000,2,IC,DFO,,0.19,OP
P84,Holy Cross,049-0000,3,IC,DFO,,0.2,OP
P85,Huslia,051-0000,1,IC,DFO,,0.26,OP
P85,Huslia,051-0000,2,IC,DFO,,0.268,OP
P85,Huslia,051-0000,3,IC,DFO,,0.268,OP
P86,Kaltag,054-0000,1,IC,DFO,,0.224,OP
P86,Kaltag,054-0000,2,IC,DFO,,0.224,OP
P86,Kaltag,054-0000,3,IC,DFO,,0.325,OP
P86,Kaltag,054-0000,,PV,SUN,,0.0096,OP
P87,Mekoryuk,062-0000,2,IC,DFO,,0.268,OP
P87,Mekoryuk,062-0000,1,IC,DFO,,0.26,OP
P87,Mekoryuk,062-0000,3,IC,DFO,,0.175,OS
P87,Mekoryuk,062-0000,,WT,WND,,0.2,OP
P88,Minto,063-0000,2,IC,DFO,,0.25,OP
P88,Minto,063-0000,3,IC,DFO,,0.268,OP
P88,Minto,063-0000,1,IC,DFO,,0.19,OP
P89,Nightmute,088-2008,1,IC,DFO,,0.325,OP
P9,Industrial Plant,222-0000,15,GT,DFO,,41.7,OP
P90,Nulato,068-0000,1,IC,DFO,,0.376,OP
P90,Nulato,068-0000,2,IC,DFO,,0.25,OP
P90,Nulato,068-0000,3,IC,DFO,,0.376,OP
P91,Old Harbor,069-0000,1,IC,DFO,,0.18,OP
P91,Old Harbor,069-0000,2,IC,DFO,,0.22,OP
P91,Old Harbor,069-0000,3,IC,DFO,,0.6,OP
P93,Russian Mission,072-0000,1,IC,DFO,,0.268,OS
P93,Russian Mission,072-0000,2,IC,DFO,,0.376,OP
P93,Russian Mission,072-0000,3,IC,DFO,,0.26,OP
P94,Shageluk,079-0000,1,IC,DFO,,0.19,OP
P94,Shageluk,079-0000,2,IC,DFO,,0.1,OP
P94,Shageluk,079-0000,3,IC,DFO,,0.105,OP
P95,Shaktoolik,080-0000,1,IC,DFO,,0.26,OS
P95,Shaktoolik,080-0000,2,IC,DFO,,0.325,OP
P95,Shaktoolik,080-0000,3,IC,DFO,,0.2,OP
P95,Shaktoolik,080-0000,,WT,WND,,0.2,OP
P96,Teller,085-0000,1,IC,DFO,,0.35,OP
P96,Teller,085-0000,2,IC,DFO,,0.35,OP
P96,Teller,085-0000,3,IC,DFO,,0.35,OP
P97,Tununak,088-2008,1,IC,DFO,,0.325,OP
P98,Wales,090-0000,1,IC,DFO,,0.105,OP
P98,Wales,090-0000,2,IC,DFO,,0.2,OS
P98,Wales,090-0000,3,IC,DFO,,0.19,OP
P98,Wales,090-0000,,WT,WND,,0.13,RE
,,,,,,,,
,,,,,,,,
,Klawock,,,,,,,
,Birch Creek,,,,,,,
,Elfin Cove,,,,,,,
,False Pass,,,,,,,
,Cold Bay,,,,,,,
,Red Devil,,,,,,,
,Tatitlek,,,,,,,
,Adak,,,,,,,
,Allakaket,,,,,,,
,Chistochina,,,,,,,
