,year,plant_name,aea_energy_region,source,data_version,fuel_type,generation,acep_region
2332,2012,Quinhagak,Lower Yukon-Kuskokwim,PCE,Final,Wind,536.0,Rural Remote
2336,2012,Russian Mission,Lower Yukon-Kuskokwim,PCE,Final,Oil,1034.0,Rural Remote
2344,2012,Saint Mary's,Lower Yukon-Kuskokwim,PCE,Final,Oil,3271.0,Rural Remote
2352,2012,Saint Michael,Bering Straits,PCE,Final,Oil,1798.0,Rural Remote
2360,2012,Savoonga,Bering Straits,PCE,Final,Oil,1904.0,Rural Remote
2364,2012,Savoonga,Bering Straits,PCE,Final,Wind,242.0,Rural Remote
2368,2012,Scammon Bay,Lower Yukon-Kuskokwim,PCE,Final,Oil,1649.0,Rural Remote
2376,2012,Selawik,Northwest Arctic,PCE,Final,Oil,3137.0,Rural Remote
2380,2012,Selawik,Northwest Arctic,PCE,Final,Wind,95.0,Rural Remote
2384,2012,Shageluk,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,359.0,Rural Remote
2392,2012,Shaktoolik,Bering Straits,PCE,Final,Oil,813.0,Rural Remote
2396,2012,Shaktoolik,Bering Straits,PCE,Final,Wind,148.0,Rural Remote
2400,2012,Shishmaref,Bering Straits,PCE,Final,Oil,1600.0,Rural Remote
2408,2012,Shungnak,Northwest Arctic,PCE,Final,Oil,1574.0,Rural Remote
2416,2012,Stebbins,Bering Straits,PCE,Final,Oil,1414.0,Rural Remote
2424,2012,Teller,Bering Straits,PCE,Final,Oil,819.0,Rural Remote
2432,2012,Togiak,Bristol Bay,PCE,Final,Oil,3032.0,Rural Remote
2440,2012,Toksook Bay,Lower Yukon-Kuskokwim,PCE,Final,Oil,2546.0,Rural Remote
2444,2012,Toksook Bay,Lower Yukon-Kuskokwim,PCE,Final,Wind,640.0,Rural Remote
2448,2012,Upper Kalskag,Lower Yukon-Kuskokwim,PCE,Final,Oil,1411.0,Rural Remote
2456,2012,Wales,Bering Straits,PCE,Final,Oil,585.0,Rural Remote
2464,2012,Karluk,Kodiak,PCE,Final,Oil,266.0,Coastal
2472,2012,Anchorage 1,Railbelt,EIA,Final,Oil,51.0,Railbelt
2473,2012,Anchorage 1,Railbelt,EIA,Final,Gas,54582.0,Railbelt
2483,2012,Eklutna Lake,Railbelt,EIA,Final,Hydro,71126.0,Railbelt
2488,2012,George M Sullivan Generation Plant 2,Railbelt,EIA,Final,Oil,1199.0,Railbelt
2489,2012,George M Sullivan Generation Plant 2,Railbelt,EIA,Final,Gas,1005890.0,Railbelt
2496,2012,Aniak,Lower Yukon-Kuskokwim,PCE,Final,Oil,2717.0,Rural Remote
2504,2012,Atka,Aleutians,PCE,Final,Oil,404.0,Rural Remote
2507,2012,Atka,Aleutians,PCE,Final,Hydro,6.0,Rural Remote
2512,2012,Atmautluak,Lower Yukon-Kuskokwim,PCE,Final,Oil,741.0,Rural Remote
2522,2012,Aurora Energy,Railbelt,EIA,Final,Coal,201405.0,Railbelt
2529,2012,Barrow,North Slope,EIA,Final,Gas,49580.0,Rural Remote
2536,2012,Beaver,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,328.0,Rural Remote
2544,2012,Bethel,Lower Yukon-Kuskokwim,PCE,Final,Oil,44177.0,Rural Remote
2552,2012,Buckland,Northwest Arctic,PCE,Final,Oil,1562.0,Rural Remote
2560,2012,Chalkyitsik,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,290.0,Rural Remote
2568,2012,Chenega Bay,Copper River/Chugach,PCE,Final,Oil,298.0,Coastal
2576,2012,Chignik,Bristol Bay,PCE,Final,Oil,965.0,Rural Remote
2584,2012,Chignik Lagoon,Bristol Bay,PCE,Final,Oil,446.0,Rural Remote
2592,2012,Chignik Lake,Bristol Bay,PCE,Final,Oil,381.0,Rural Remote
2600,2012,Chitina,Copper River/Chugach,PCE,Final,Oil,529.0,Coastal
2609,2012,Beluga,Railbelt,EIA,Final,Gas,2009571.0,Railbelt
2619,2012,Cooper Lake,Railbelt,EIA,Final,Hydro,77589.0,Railbelt
2625,2012,International,Railbelt,EIA,Final,Gas,56163.0,Railbelt
2632,2012,Circle,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,394.0,Rural Remote
2640,2012,Glennallen,Copper River/Chugach,EIA,Final,Oil,12204.0,Coastal
2651,2012,Solomon Gulch,Copper River/Chugach,EIA,Final,Hydro,44135.0,Coastal
2656,2012,Valdez,Copper River/Chugach,EIA,Final,Oil,4426.0,Coastal
2664,2012,Valdez Cogen,Copper River/Chugach,EIA,Final,Oil,29655.0,Coastal
2675,2012,Humpback Creek,Copper River/Chugach,EIA,Final,Hydro,3477.0,Coastal
2680,2012,Orca,Copper River/Chugach,EIA,Final,Oil,10786.0,Coastal
2691,2012,Power Creek,Copper River/Chugach,EIA,Final,Hydro,13297.0,Coastal
2696,2012,Diomede,Bering Straits,PCE,Final,Oil,520.0,Rural Remote
2704,2012,Egegik,Bristol Bay,PCE,Final,Oil,608.0,Rural Remote
2712,2012,Elfin Cove,Southeast,PCE,Final,Oil,263.0,Coastal
2720,2012,False Pass,Aleutians,PCE,Final,Oil,576.0,Rural Remote
2732,2012,Fire Island Wind,Railbelt,AEA,Final,Wind,18039.0,Railbelt
2736,2012,Galena,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,5737.0,Rural Remote
2744,2012,Cold Bay,Aleutians,PCE,Final,Oil,2844.0,Rural Remote
2752,2012,Central,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,527.0,Rural Remote
2772,2012,Eva Creek Wind,Railbelt,AEA,Final,Wind,13359.0,Railbelt
2776,2012,Fairbanks,Railbelt,EIA,Final,Oil,10667.0,Railbelt
2784,2012,Healy,Railbelt,EIA,Final,Oil,114.0,Railbelt
2786,2012,Healy,Railbelt,EIA,Final,Coal,215310.0,Railbelt
2792,2012,North Pole,Railbelt,EIA,Final,Oil,590971.0,Railbelt
2800,2012,Golovin,Bering Straits,PCE,Final,Oil,812.0,Rural Remote
2808,2012,Gustavus,Southeast,PCE,Final,Oil,184.0,Coastal
2811,2012,Gustavus,Southeast,PCE,Final,Hydro,1975.0,Coastal
2816,2012,Fort Yukon,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,3446.0,Rural Remote
2825,2012,Bernice Lake,Railbelt,EIA,Final,Gas,78818.0,Railbelt
2835,2012,Bradley Lake,Railbelt,EIA,Final,Hydro,397373.0,Railbelt
2841,2012,Nikiski Co-Generation,Railbelt,EIA,Final,Gas,239080.0,Railbelt
2848,2012,Seldovia,Railbelt,EIA,Final,Oil,201.0,Railbelt
2856,2012,Hughes,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,397.0,Rural Remote
2864,2012,Igiugig,Bristol Bay,PCE,Final,Oil,335.0,Rural Remote
2875,2012,Newhalen,Bristol Bay,PCE,Final,Hydro,4259.0,Rural Remote
2880,2012,Angoon,Southeast,PCE,Final,Oil,1814.0,Coastal
2891,2012,Chilkat Valley,Southeast,PCE,Final,Hydro,1059.0,Coastal
2896,2012,Hoonah,Southeast,PCE,Final,Oil,4668.0,Coastal
2904,2012,Kake,Southeast,PCE,Final,Oil,2970.0,Coastal
2912,2012,Deering,Northwest Arctic,PCE,Final,Oil,734.0,Rural Remote
2923,2012,Beaver Falls,Southeast,EIA,Final,Hydro,47490.0,Coastal
2931,2012,Ketchikan,Southeast,EIA,Final,Hydro,24125.0,Coastal
2939,2012,Silvis,Southeast,EIA,Final,Hydro,13745.0,Coastal
2947,2012,Swan Lake,Southeast,"AEA, SEPA",Final,Hydro,80974.0,Coastal
2952,2012,S W Bailey,Southeast,EIA,Final,Oil,456.0,Coastal
2960,2012,King Cove,Aleutians,PCE,Final,Oil,2603.0,Rural Remote
2963,2012,King Cove,Aleutians,PCE,Final,Hydro,2450.0,Rural Remote
2968,2012,Kipnuk,Lower Yukon-Kuskokwim,PCE,Final,Oil,1489.0,Rural Remote
2976,2012,Kodiak,Kodiak,EIA,Final,Oil,5486.0,Coastal
2984,2012,Nymans Plant,Kodiak,EIA,Final,Oil,141.0,Coastal
2996,2012,Pillar Mountain,Kodiak,EIA,Final,Wind,16313.0,Coastal
3011,2012,Terror Lake,Kodiak,EIA,Final,Hydro,131121.0,Coastal
3016,2012,Kokhanok,Bristol Bay,PCE,Final,Oil,317.0,Rural Remote
3020,2012,Kokhanok,Bristol Bay,PCE,Final,Wind,158.0,Rural Remote
3024,2012,Kotzebue,Northwest Arctic,PCE,Final,Oil,19650.0,Rural Remote
3028,2012,Kotzebue,Northwest Arctic,PCE,Final,Wind,3025.0,Rural Remote
3032,2012,Koyukuk,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,320.0,Rural Remote
3040,2012,Kwethluk,Lower Yukon-Kuskokwim,PCE,Final,Oil,1437.0,Rural Remote
3048,2012,Kwigillingok,Lower Yukon-Kuskokwim,PCE,Final,Oil,1097.0,Rural Remote
3052,2012,Kwigillingok,Lower Yukon-Kuskokwim,PCE,Final,Wind,6.0,Rural Remote
3056,2012,Larsen Bay,Kodiak,PCE,Final,Oil,199.0,Coastal
3059,2012,Larsen Bay,Kodiak,PCE,Final,Hydro,947.0,Coastal
3064,2012,Levelock,Bristol Bay,PCE,Final,Oil,455.0,Rural Remote
3072,2012,Lime Village,Lower Yukon-Kuskokwim,PCE,Final,Oil,73.0,Rural Remote
3080,2012,Manokotak,Bristol Bay,PCE,Final,Oil,1374.0,Rural Remote
3088,2012,McGrath,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,2754.0,Rural Remote
3107,2012,Chester Lake,Southeast,EIA,Final,Hydro,5452.0,Coastal
3115,2012,Purple Lake,Southeast,EIA,Final,Hydro,16157.0,Coastal
3120,2012,Chuathbaluk,Lower Yukon-Kuskokwim,PCE,Final,Oil,270.0,Rural Remote
3128,2012,Crooked Creek,Lower Yukon-Kuskokwim,PCE,Final,Oil,298.0,Rural Remote
3136,2012,Red Devil,Lower Yukon-Kuskokwim,PCE,Final,Oil,116.0,Rural Remote
3144,2012,Sleetmute,Lower Yukon-Kuskokwim,PCE,Final,Oil,256.0,Rural Remote
3152,2012,Stony River,Lower Yukon-Kuskokwim,PCE,Final,Oil,138.0,Rural Remote
3160,2012,Naknek,Bristol Bay,PCE,Final,Oil,19344.0,Rural Remote
3168,2012,Napaskiak,Lower Yukon-Kuskokwim,PCE,Final,Oil,776.0,Rural Remote
3176,2012,Chefornak,Lower Yukon-Kuskokwim,PCE,Final,Oil,1846.0,Rural Remote
3184,2012,Perryville,Bristol Bay,PCE,Final,Oil,417.0,Rural Remote
3188,2012,Perryville,Bristol Bay,PCE,Final,Wind,36.0,Rural Remote
3192,2012,Nelson Lagoon,Aleutians,PCE,Final,Oil,389.0,Rural Remote
3200,2012,Koliganek,Bristol Bay,PCE,Final,Oil,656.0,Rural Remote
3208,2012,Nikolai,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,409.0,Rural Remote
3216,2012,Snake River,Bering Straits,PCE,Final,Oil,34531.0,Rural Remote
3224,2012,Anaktuvuk Pass,North Slope,PCE,Final,Oil,4045.0,Rural Remote
3232,2012,Atqasuk,North Slope,PCE,Final,Oil,3523.0,Rural Remote
3240,2012,Kaktovik,North Slope,PCE,Final,Oil,5728.0,Rural Remote
3248,2012,Nuiqsut,North Slope,EIA,Final,Oil,2047.0,Rural Remote
3249,2012,Nuiqsut,North Slope,EIA,Final,Gas,1417.0,Rural Remote
3256,2012,Point Hope,North Slope,PCE,Final,Oil,6336.0,Rural Remote
3264,2012,Point Lay,North Slope,PCE,Final,Oil,3227.0,Rural Remote
3272,2012,Wainwright,North Slope,PCE,Final,Oil,6376.0,Rural Remote
3280,2012,Sheldon Point,Lower Yukon-Kuskokwim,PCE,Final,Oil,878.0,Rural Remote
3288,2012,Dillingham,Bristol Bay,PCE,Final,Oil,19164.0,Rural Remote
3296,2012,Ouzinkie,Kodiak,PCE,Final,Oil,538.0,Coastal
3299,2012,Ouzinkie,Kodiak,PCE,Final,Hydro,28.0,Coastal
3304,2012,Pedro Bay,Bristol Bay,PCE,Final,Oil,192.0,Rural Remote
3312,2012,Pelican,Southeast,PCE,Final,Oil,820.0,Coastal
3320,2012,Blind Slough,Southeast,EIA,Final,Oil,807.0,Coastal
3323,2012,Blind Slough,Southeast,EIA,Final,Hydro,13259.0,Coastal
3328,2012,Pilot Point,Bristol Bay,PCE,Final,Oil,459.0,Rural Remote
3336,2012,Port Heiden,Bristol Bay,PCE,Final,Oil,657.0,Rural Remote
3344,2012,Kongiganak,Lower Yukon-Kuskokwim,PCE,Final,Oil,1009.0,Rural Remote
3348,2012,Kongiganak,Lower Yukon-Kuskokwim,PCE,Final,Wind,188.0,Rural Remote
3352,2012,Ruby,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,676.0,Rural Remote
3360,2012,Saint George,Aleutians,PCE,Final,Oil,734.0,Rural Remote
3368,2012,Saint Paul,Aleutians,PCE,Final,Oil,4533.0,Rural Remote
3376,2012,Seward,Railbelt,EIA,Final,Oil,100.0,Railbelt
3387,2012,Blue Lake,Southeast,EIA,Final,Hydro,55672.0,Coastal
3395,2012,Green Lake,Southeast,EIA,Final,Hydro,57966.0,Coastal
3400,2012,Jarvis Street,Southeast,EIA,Final,Oil,1820.0,Coastal
3411,2012,Tyee Lake Hydroelectric Facility,Southeast,"AEA, SEPA",Final,Hydro,100440.0,Coastal
3416,2012,Takotna,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,200.0,Rural Remote
3424,2012,Port Alsworth,Bristol Bay,PCE,Final,Oil,758.0,Rural Remote
3432,2012,Tanana,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,1155.0,Rural Remote
3440,2012,Tatitlek,Copper River/Chugach,PCE,Final,Oil,480.0,Coastal
3448,2012,Adak,Aleutians,PCE,Final,Oil,3656.0,Rural Remote
3456,2012,Sand Point,Aleutians,PCE,Final,Oil,3898.0,Rural Remote
3464,2012,Manley Hot Springs,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,474.0,Rural Remote
3472,2012,Tenakee Springs,Southeast,PCE,Final,Oil,417.0,Coastal
3480,2012,Tuluksak,Lower Yukon-Kuskokwim,PCE,Final,Oil,635.0,Rural Remote
3488,2012,Tuntutuliak,Lower Yukon-Kuskokwim,PCE,Final,Oil,955.0,Rural Remote
3492,2012,Tuntutuliak,Lower Yukon-Kuskokwim,PCE,Final,Wind,33.0,Rural Remote
3496,2012,Twin Hills,Bristol Bay,PCE,Final,Oil,296.0,Rural Remote
3504,2012,Nikolski,Aleutians,PCE,Final,Oil,222.0,Rural Remote
3512,2012,Unalakleet,Bering Straits,PCE,Final,Oil,3478.0,Rural Remote
3516,2012,Unalakleet,Bering Straits,PCE,Final,Wind,938.0,Rural Remote
3520,2012,Unalaska Power Module,Aleutians,PCE,Final,Oil,44073.0,Rural Remote
3528,2012,Newtok,Lower Yukon-Kuskokwim,PCE,Final,Oil,503.0,Rural Remote
3536,2012,White Mountain,Bering Straits,PCE,Final,Oil,760.0,Rural Remote
3544,2012,Wrangell,Southeast,EIA,Final,Oil,434.0,Coastal
3552,2012,Yakutat,Southeast,PCE,Final,Oil,6133.0,Coastal
3560,2013,Akhiok,Kodiak,PCE,Final,Oil,69.0,Coastal
3568,2013,Akiachak,Lower Yukon-Kuskokwim,PCE,Final,Oil,1873.0,Rural Remote
3576,2013,Akiak,Lower Yukon-Kuskokwim,PCE,Final,Oil,1146.0,Rural Remote
3584,2013,Akutan,Aleutians,PCE,Final,Oil,500.0,Rural Remote
3587,2013,Akutan,Aleutians,PCE,Final,Hydro,86.0,Rural Remote
3595,2013,Annex Creek,Southeast,EIA923,Final,Hydro,25056.0,Coastal
3600,2013,Auke Bay,Southeast,EIA923,Final,Oil,274.0,Coastal
3608,2013,Gold Creek,Southeast,EIA923,Final,Oil,14.0,Coastal
3611,2013,Gold Creek,Southeast,EIA923,Final,Hydro,4690.0,Coastal
3619,2013,Lake Dorothy,Southeast,EIA923,Final,Hydro,82519.0,Coastal
3624,2013,Lemon Creek,Southeast,EIA923,Final,Oil,431.0,Coastal
3635,2013,Salmon Creek 1,Southeast,EIA923,Final,Hydro,30072.0,Coastal
3643,2013,Snettisham,Southeast,EIA923,Final,Hydro,258832.0,Coastal
3652,2013,Delta Wind Farm,Railbelt,EIA923,Final,Wind,1600.0,Railbelt
3656,2013,Allakaket,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,697.0,Rural Remote
3664,2013,Bettles,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,573.0,Rural Remote
3675,2013,Black Bear Lake,Southeast,EIA923,Final,Hydro,20540.0,Coastal
3680,2013,Chistochina,Copper River/Chugach,PCE,Final,Oil,47.0,Coastal
3696,2013,Craig,Southeast,EIA923,Final,Oil,1445.0,Coastal
3704,2013,Eagle,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,718.0,Rural Remote
3712,2013,False Island,Southeast,EIA923,Final,Oil,1501.0,Coastal
3723,2013,Goat Lake,Southeast,EIA923,Final,Hydro,15521.0,Coastal
3728,2013,Haines,Southeast,EIA923,Final,Oil,844.0,Coastal
3736,2013,Healy Lake,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,34.0,Rural Remote
3744,2013,Hydaburg,Southeast,EIA923,Final,Oil,13.0,Coastal
3755,2013,Kasidaya Creek,Southeast,EIA923,Final,Hydro,7405.0,Coastal
3768,2013,Naukati Bay,Southeast,PCE,Final,Oil,446.0,Coastal
3776,2013,Northway,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,1236.0,Rural Remote
3784,2013,Skagway,Southeast,PCE,Final,Oil,188.0,Coastal
3787,2013,Skagway,Southeast,PCE,Final,Hydro,3137.0,Coastal
3792,2013,Slana,Copper River/Chugach,PCE,Final,Oil,1273.0,Coastal
3803,2013,South Fork,Southeast,EIA923,Final,Hydro,5715.0,Coastal
3808,2013,Thorne Bay Plant,Southeast,EIA923,Final,Oil,76.0,Coastal
3816,2013,Tok,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,9753.0,Rural Remote
3832,2013,Whale Pass,Southeast,PCE,Final,Oil,299.0,Coastal
3840,2013,Alakanuk,Lower Yukon-Kuskokwim,PCE,Final,Oil,2266.0,Rural Remote
3848,2013,Ambler,Northwest Arctic,PCE,Final,Oil,1257.0,Rural Remote
3856,2013,Anvik,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,419.0,Rural Remote
3864,2013,Brevig Mission,Bering Straits,PCE,Final,Oil,1115.0,Rural Remote
3872,2013,Chevak,Lower Yukon-Kuskokwim,PCE,Final,Oil,1712.0,Rural Remote
3876,2013,Chevak,Lower Yukon-Kuskokwim,PCE,Final,Wind,803.0,Rural Remote
3880,2013,Eek,Lower Yukon-Kuskokwim,PCE,Final,Oil,829.0,Rural Remote
3888,2013,Ekwok,Bristol Bay,PCE,Final,Oil,503.0,Rural Remote
3896,2013,Elim,Bering Straits,PCE,Final,Oil,1190.0,Rural Remote
3904,2013,Emmonak,Lower Yukon-Kuskokwim,PCE,Final,Oil,3187.0,Rural Remote
3908,2013,Emmonak,Lower Yukon-Kuskokwim,PCE,Final,Wind,516.0,Rural Remote
3912,2013,Gambell,Bering Straits,PCE,Final,Oil,1454.0,Rural Remote
3916,2013,Gambell,Bering Straits,PCE,Final,Wind,482.0,Rural Remote
3920,2013,Goodnews Bay,Lower Yukon-Kuskokwim,PCE,Final,Oil,727.0,Rural Remote
3928,2013,Grayling,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,576.0,Rural Remote
3936,2013,Holy Cross,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,630.0,Rural Remote
3944,2013,Hooper Bay,Lower Yukon-Kuskokwim,PCE,Final,Oil,2685.0,Rural Remote
3948,2013,Hooper Bay,Lower Yukon-Kuskokwim,PCE,Final,Wind,563.0,Rural Remote
3952,2013,Huslia,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,977.0,Rural Remote
3960,2013,Kaltag,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,708.0,Rural Remote
3967,2013,Kaltag,Yukon-Koyukuk/Upper Tanana,PCE,Final,Other,9.0,Rural Remote
3968,2013,Kasigluk,Lower Yukon-Kuskokwim,PCE,Final,Oil,2411.0,Rural Remote
3972,2013,Kasigluk,Lower Yukon-Kuskokwim,PCE,Final,Wind,562.0,Rural Remote
3976,2013,Kiana,Northwest Arctic,PCE,Final,Oil,1525.0,Rural Remote
3984,2013,Kivalina,Northwest Arctic,PCE,Final,Oil,1267.0,Rural Remote
3992,2013,Kotlik,Lower Yukon-Kuskokwim,PCE,Final,Oil,1966.0,Rural Remote
4000,2013,Koyuk,Bering Straits,PCE,Final,Oil,1302.0,Rural Remote
4008,2013,Marshall,Lower Yukon-Kuskokwim,PCE,Final,Oil,1585.0,Rural Remote
4016,2013,Mekoryuk,Lower Yukon-Kuskokwim,PCE,Final,Oil,682.0,Rural Remote
4020,2013,Mekoryuk,Lower Yukon-Kuskokwim,PCE,Final,Wind,233.0,Rural Remote
4024,2013,Minto,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,606.0,Rural Remote
4032,2013,Mountain Village,Lower Yukon-Kuskokwim,PCE,Final,Oil,2903.0,Rural Remote
4040,2013,New Stuyahok,Bristol Bay,PCE,Final,Oil,1390.0,Rural Remote
4048,2013,Noatak,Northwest Arctic,PCE,Final,Oil,1874.0,Rural Remote
4056,2013,Noorvik,Northwest Arctic,PCE,Final,Oil,1925.0,Rural Remote
4064,2013,Nulato,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,1038.0,Rural Remote
4072,2013,Old Harbor,Kodiak,PCE,Final,Oil,831.0,Coastal
4080,2013,Pilot Station,Lower Yukon-Kuskokwim,PCE,Final,Oil,1805.0,Rural Remote
4088,2013,Quinhagak,Lower Yukon-Kuskokwim,PCE,Final,Oil,1453.0,Rural Remote
4092,2013,Quinhagak,Lower Yukon-Kuskokwim,PCE,Final,Wind,568.0,Rural Remote
4096,2013,Russian Mission,Lower Yukon-Kuskokwim,PCE,Final,Oil,1019.0,Rural Remote
4104,2013,Saint Mary's,Lower Yukon-Kuskokwim,PCE,Final,Oil,3166.0,Rural Remote
4112,2013,Saint Michael,Bering Straits,PCE,Final,Oil,1720.0,Rural Remote
4120,2013,Savoonga,Bering Straits,PCE,Final,Oil,1803.0,Rural Remote
4124,2013,Savoonga,Bering Straits,PCE,Final,Wind,353.0,Rural Remote
4128,2013,Scammon Bay,Lower Yukon-Kuskokwim,PCE,Final,Oil,1674.0,Rural Remote
4136,2013,Selawik,Northwest Arctic,PCE,Final,Oil,2809.0,Rural Remote
4140,2013,Selawik,Northwest Arctic,PCE,Final,Wind,54.0,Rural Remote
4144,2013,Shageluk,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,376.0,Rural Remote
4152,2013,Shaktoolik,Bering Straits,PCE,Final,Oil,737.0,Rural Remote
4156,2013,Shaktoolik,Bering Straits,PCE,Final,Wind,295.0,Rural Remote
4160,2013,Shishmaref,Bering Straits,PCE,Final,Oil,1630.0,Rural Remote
4168,2013,Shungnak,Northwest Arctic,PCE,Final,Oil,1737.0,Rural Remote
4176,2013,Stebbins,Bering Straits,PCE,Final,Oil,1517.0,Rural Remote
4184,2013,Teller,Bering Straits,PCE,Final,Oil,838.0,Rural Remote
4192,2013,Togiak,Bristol Bay,PCE,Final,Oil,3008.0,Rural Remote
4200,2013,Toksook Bay,Lower Yukon-Kuskokwim,PCE,Final,Oil,2588.0,Rural Remote
4204,2013,Toksook Bay,Lower Yukon-Kuskokwim,PCE,Final,Wind,557.0,Rural Remote
4208,2013,Upper Kalskag,Lower Yukon-Kuskokwim,PCE,Final,Oil,1327.0,Rural Remote
4216,2013,Wales,Bering Straits,PCE,Final,Oil,609.0,Rural Remote
4224,2013,Karluk,Kodiak,PCE,Final,Oil,259.0,Coastal
4232,2013,Anchorage 1,Railbelt,EIA923,Final,Oil,174.0,Railbelt
4233,2013,Anchorage 1,Railbelt,EIA923,Final,Gas,22163.0,Railbelt
4243,2013,Eklutna Lake,Railbelt,EIA923,Final,Hydro,89936.0,Railbelt
4248,2013,George M Sullivan Generation Plant 2,Railbelt,EIA923,Final,Oil,1513.0,Railbelt
4249,2013,George M Sullivan Generation Plant 2,Railbelt,EIA923,Final,Gas,560770.0,Railbelt
4256,2013,Aniak,Lower Yukon-Kuskokwim,PCE,Final,Oil,2548.0,Rural Remote
4264,2013,Arctic Village,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,517.0,Rural Remote
4272,2013,Atka,Aleutians,PCE,Final,Oil,30.0,Rural Remote
4275,2013,Atka,Aleutians,PCE,Final,Hydro,443.0,Rural Remote
4280,2013,Atmautluak,Lower Yukon-Kuskokwim,PCE,Final,Oil,718.0,Rural Remote
4290,2013,Aurora Energy,Railbelt,EIA923,Final,Coal,187843.0,Railbelt
4296,2013,Barrow,North Slope,EIA923,Final,Oil,26.0,Rural Remote
4297,2013,Barrow,North Slope,EIA923,Final,Gas,50226.0,Rural Remote
4304,2013,Beaver,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,296.0,Rural Remote
4312,2013,Bethel,Lower Yukon-Kuskokwim,PCE,Final,Oil,42620.0,Rural Remote
4320,2013,Buckland,Northwest Arctic,PCE,Final,Oil,1750.0,Rural Remote
4328,2013,Chalkyitsik,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,361.0,Rural Remote
4336,2013,Chenega Bay,Copper River/Chugach,PCE,Final,Oil,269.0,Coastal
4344,2013,Chignik,Bristol Bay,PCE,Final,Oil,850.0,Rural Remote
4352,2013,Chignik Lagoon,Bristol Bay,PCE,Final,Oil,381.0,Rural Remote
4360,2013,Chignik Lake,Bristol Bay,PCE,Final,Oil,384.0,Rural Remote
4368,2013,Chitina,Copper River/Chugach,PCE,Final,Oil,459.0,Coastal
4377,2013,Beluga,Railbelt,EIA923,Final,Gas,1379744.0,Railbelt
4385,2013,Bernice Lake,Railbelt,EIA923,Final,Gas,41965.0,Railbelt
4395,2013,Cooper Lake,Railbelt,EIA923,Final,Hydro,35928.0,Railbelt
4401,2013,International,Railbelt,EIA923,Final,Gas,14860.0,Railbelt
4409,2013,Southcentral Power Project,Railbelt,"EIA923, FERC1",Final,Gas,1324209.0,Railbelt
4416,2013,Circle,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,408.0,Rural Remote
4424,2013,Glennallen,Copper River/Chugach,EIA923,Final,Oil,13574.0,Coastal
4435,2013,Solomon Gulch,Copper River/Chugach,EIA923,Final,Hydro,54750.0,Coastal
4440,2013,Valdez,Copper River/Chugach,EIA923,Final,Oil,5075.0,Coastal
4448,2013,Valdez Cogen,Copper River/Chugach,EIA923,Final,Oil,17027.0,Coastal
4459,2013,Humpback Creek,Copper River/Chugach,EIA923,Final,Hydro,3510.0,Coastal
4464,2013,Orca,Copper River/Chugach,EIA923,Final,Oil,9086.0,Coastal
4475,2013,Power Creek,Copper River/Chugach,EIA923,Final,Hydro,15774.0,Coastal
4480,2013,Diomede,Bering Straits,PCE,Final,Oil,397.0,Rural Remote
4488,2013,Egegik,Bristol Bay,PCE,Final,Oil,603.0,Rural Remote
4496,2013,Elfin Cove,Southeast,PCE,Final,Oil,247.0,Coastal
4504,2013,False Pass,Aleutians,PCE,Final,Oil,691.0,Rural Remote
4516,2013,Fire Island Wind,Railbelt,EIA923,Final,Wind,44784.0,Railbelt
4520,2013,Galena,Yukon-Koyukuk/Upper Tanana,PCE,Final,Oil,5428.0,Rural Remote
4528,2013,Cold Bay,Aleutians,PCE,Final,Oil,2615.0,Rural Remote
