aea_plant_id,year,fuel_type,generation
P35,2014,Oil,3.2
P35,2014,Hydro,892.872
P40,2014,Oil,318.36
P6,2014,Hydro,27380.0
P78,2014,Oil,6161.54
P8,2014,Oil,18.0
P8,2014,Hydro,5634.0
P33,2014,Oil,14.948
P43,2014,Oil,431.712
P81,2014,Oil,497.694
P246,2014,Oil,117.351
P106,2014,Oil,528.768
P111,2014,Oil,264.725
P114,2014,Oil,273.641
P124,2014,Oil,389.24
P144,2014,Oil,5842.295
P145,2014,Oil,571.3
P154,2014,Oil,2976.232
P160,2014,Oil,441.982
P190,2014,Oil,298.998
P198,2014,Oil,2558.26
P214,2014,Oil,437.054
P236,2014,Oil,678.94
P247,2014,Oil,72.576
P249,2014,Oil,1125.926
P25,2014,Oil,1169.6
P253,2014,Oil,445.063
P270,2014,Oil,658.4
P29,2014,Oil,9012.12
,2014,Oil,634.584
P31,2014,Oil,557.697
P34,2014,Oil,663.28
P36,2014,Oil,26.304
P79,2014,Oil,410.482
P83,2014,Oil,592.948
P84,2014,Oil,627.226
P85,2014,Oil,955.386
P86,2014,Oil,700.063
P86,2014,Solar,8.649
P88,2014,Oil,614.149
P90,2014,Oil,1002.902
P94,2014,Oil,380.435
P107,2015,Oil,141.865
P107,2015,Hydro,371.32
,2015,Oil,647.112
,2015,Oil,2436.21
P177,2015,Oil,1711.320841
P177,2015,Hydro,2760.0
P212,2015,Oil,327.582
P237,2015,Oil,604.591
P238,2015,Wind,707.205
,2015,Oil,2017.68
P252,2015,Oil,751.33
P252,2015,Wind,742.247
,2015,Oil,201.31
P263,2015,Oil,39395.0
P264,2015,Oil,726.0
P266,2015,Oil,26575.322
P266,2015,Other,4760.678
P271,2015,Oil,19096.0
P5,2015,Oil,285.172
P5,2015,Hydro,2.142
P153,2015,Oil,941.408
P215,2015,Oil,29764.067
P215,2015,Wind,1813.801
P262,2015,Oil,3634.779
P262,2015,Wind,986.523
P272,2015,Oil,767.3
P48,2015,Oil,1143.206
P50,2015,Oil,1263.825
P52,2015,Oil,1415.804
P52,2015,Wind,535.705
P58,2015,Oil,1252.986
P68,2015,Oil,1920.836
P68,2015,Wind,258.538
P71,2015,Oil,1671.336
P74,2015,Oil,2219.982
P95,2015,Oil,794.51
P95,2015,Wind,329.269
P96,2015,Oil,851.047
P98,2015,Oil,622.391
P73,2015,Oil,1130.45
P116,2015,Oil,80.819
P116,2015,Hydro,561.994
P117,2015,Oil,370.636
P116,2015,Oil,898.57
P125,2015,Oil,249.44
P139,2015,Oil,642.311
P161,2015,Oil,349.167
P162,2015,Oil,34.376
P162,2015,Hydro,3746.996
P188,2015,Oil,420.0
P194,2015,Oil,475.619
P196,2015,Oil,1488.142328
P207,2015,Oil,22412.982
P213,2015,Oil,747.389
P224,2015,Oil,18511.6
P227,2015,Oil,194.16
P230,2015,Oil,435.688
P232,2015,Oil,576.538508
P248,2015,Oil,882.193
P61,2015,Oil,1384.652
P75,2015,Oil,3002.202
P211,2015,Oil,254.092
P211,2015,Wind,7.168
P211,2015,Solar,0.306
P115,2015,Oil,247.922
P119,2015,Oil,468.762
P127,2015,Oil,8630.0
P128,2015,Hydro,55982.0
P129,2015,Oil,2233.0
P130,2015,Oil,21316.0
P132,2015,Hydro,3051.0
P133,2015,Oil,7739.0
P134,2015,Hydro,17811.0
,2015,Oil,440.8449119
P27,2015,Oil,1171.2
,2015,Oil,179.34
P100,2015,Oil,208.071
P184,2015,Wind,29107.0
P187,2015,Hydro,128893.0
P2,2015,Oil,257.111
P225,2015,Oil,366.0909
P225,2015,Hydro,401.256
P91,2015,Oil,835.282
P193,2015,Oil,5.812168027
P193,2015,Hydro,484.862
P105,2015,Oil,2673.8
P108,2015,Oil,692.7507094
P178,2015,Oil,1883.748
P191,2015,Oil,1620.721
P192,2015,Oil,914.4566743
P192,2015,Wind,519.737
,2015,Oil,79.428
P202,2015,Oil,278.162
P203,2015,Oil,241.174
,2015,Oil,67.426
P205,2015,Oil,260.8287089
P206,2015,Oil,118.6771428
P209,2015,Oil,982.837
P210,2015,Oil,1593.556
P223,2015,Oil,885.866
P233,2015,Oil,301.5202507
P233,2015,Wind,231.357
P259,2015,Wind,67.743
P265,2015,Oil,443.6057
P3,2015,Oil,1951.908
P4,2015,Oil,1067.311
P45,2015,Oil,2161.015
P47,2015,Oil,42481.8
P49,2015,Oil,1653.595
P49,2015,Wind,922.659
P51,2015,Oil,3580.176
P51,2015,Wind,337.661
P53,2015,Oil,2789.967
P53,2015,Wind,499.906
P54,2015,Oil,2749.219
P54,2015,Wind,378.784
P57,2015,Oil,2010.883
P59,2015,Oil,1506.366
P65,2015,Oil,1809.641
P66,2015,Oil,1754.134
P66,2015,Wind,485.175
P67,2015,Oil,3070.399
P69,2015,Oil,1671.054
P76,2015,Oil,2871.147
P76,2015,Wind,729.037
P77,2015,Oil,1393.635
P80,2015,Oil,879.54
P82,2015,Oil,680.65
P87,2015,Oil,753.95
P87,2015,Wind,199.021
P93,2015,Oil,997.381
P60,2015,Oil,2884.924
P110,2015,Oil,1.588
P110,2015,Gas,50110.412
P216,2015,Oil,4110.0
P217,2015,Oil,3442.36
P218,2015,Oil,4733.1
P219,2015,Oil,392.256
P219,2015,Gas,6250.744
P220,2015,Oil,6584.988306
P221,2015,Oil,3577.981
P222,2015,Oil,7296.27
P254,2015,Gas,79920.0
P255,2015,Gas,801.0
P113,2015,Oil,1733.571748
P113,2015,Wind,73.84
P169,2015,Oil,700.837073
P189,2015,Oil,18117.048
P189,2015,Wind,3319.995
P46,2015,Oil,1492.79
P55,2015,Oil,1617.644
P56,2015,Oil,1214.445
P62,2015,Oil,1837.843
P63,2015,Oil,1976.306
P70,2015,Oil,2678.128
P70,2015,Wind,104.58
P72,2015,Oil,1578.936
P101,2015,Oil,22.908
P101,2015,Gas,47759.092
P102,2015,Hydro,92243.0
P103,2015,Oil,835.771
P103,2015,Gas,653306.229
P109,2015,Coal,198296.0
P120,2015,Gas,381942.0
P121,2015,Hydro,16425.0
P123,2015,Gas,1206285.0
P136,2015,Oil,101.92
P137,2015,Coal,119233.486
P138,2015,Gas,50132.0
P14,2015,Wind,4000.0
P142,2015,Wind,50562.0
P148,2015,Wind,72784.0
P149,2015,Oil,5842.0
P150,2015,Oil,6590.568
P150,2015,Coal,241117.217
P151,2015,Oil,340147.0
P155,2015,Gas,339.0
P156,2015,Hydro,471705.0
P157,2015,Gas,395023.0
P158,2015,Oil,72.0
P159,2015,Gas,41087.0
P197,2015,Gas,476985.0
P239,2015,Oil,386.0
P257,2015,Oil,156.103
P257,2015,Gas,70300.997
P267,2015,Oil,5390.087
P267,2015,Coal,41616.602
P268,2015,Oil,236.0
P268,2015,Coal,67286.0
,2015,Gas,874.0
P10,2015,Hydro,84921.0
P11,2015,Oil,293.0
P12,2015,Hydro,31260.0
P13,2015,Hydro,278023.0
,2015,Oil,315.24
P15,2015,Hydro,21168.0
P16,2015,Hydro,15691.0
P163,2015,Oil,1806.774
P164,2015,Oil,4086.222
P164,2015,Hydro,632.115
P165,2015,Oil,2358.927
P166,2015,Hydro,1141.54
P17,2015,Hydro,8638.0
P171,2015,Hydro,45980.0
P172,2015,Hydro,23133.0
P174,2015,Hydro,13607.0
P175,2015,Hydro,61089.0
P176,2015,Hydro,8712.0
P18,2015,Hydro,5891.0
P199,2015,Oil,1328.0
P20,2015,Oil,1014.0
P200,2015,Hydro,5429.0
P201,2015,Hydro,14712.0
P21,2015,Oil,828.0
P22,2015,Oil,131.46
P228,2015,Hydro,1129.0
P229,2015,Oil,806.54
P229,2015,Hydro,12669.0
P240,2015,Hydro,59501.0
P241,2015,Hydro,49511.0
P256,2015,Oil,407.267
P26,2015,Oil,172.04
P273,2015,Oil,614.0
P28,2015,Oil,184.0
P35,2015,Oil,33.283
P35,2015,Hydro,2115.992
P40,2015,Oil,323.737
P6,2015,Hydro,27012.0
P78,2015,Oil,5882.875
P8,2015,Oil,21.0
P8,2015,Hydro,6465.0
P33,2015,Oil,8.51764
P43,2015,Oil,31.104
P81,2015,Oil,463.849
P106,2015,Oil,479.8166139
P111,2015,Oil,298.784
P114,2015,Oil,126.93
P124,2015,Oil,371.92
P144,2015,Oil,5437.142
P145,2015,Oil,558.813
P154,2015,Oil,3117.618
P160,2015,Oil,446.694
P190,2015,Oil,272.628
P198,2015,Oil,2470.916
P214,2015,Oil,434.207
P234,2015,Oil,56.799
P236,2015,Oil,671.984
P247,2015,Oil,245.1533955
P249,2015,Oil,1286.465
P25,2015,Oil,1156.8
P253,2015,Oil,511.807
P270,2015,Oil,638.4
P29,2015,Oil,9257.72
,2015,Oil,596.952
P31,2015,Oil,537.3
P34,2015,Oil,711.006
P34,2015,Solar,8.779
P36,2015,Oil,6.863
P79,2015,Oil,430.561
P83,2015,Oil,609.336
P84,2015,Oil,604.756
P85,2015,Oil,1021.094
P86,2015,Oil,632.241
P86,2015,Solar,8.173
P88,2015,Oil,663.715
P90,2015,Oil,985.13
P94,2015,Oil,386.457
P107,2016,Oil,120.057
P107,2016,Hydro,358.759
,2016,Oil,611.624
,2016,Oil,1946.696
P177,2016,Oil,2297.174
P177,2016,Hydro,2005.0
P212,2016,Oil,321.212
P237,2016,Oil,543.698
P237,2016,Wind,57.192
P238,2016,Wind,592.969
,2016,Oil,1977.794
P252,2016,Wind,735.698
,2016,Oil,192.999
P263,2016,Oil,46918.0
P264,2016,Oil,289.0
P266,2016,Oil,29837.22
P266,2016,Other,501.78
P271,2016,Oil,18455.0
P5,2016,Oil,463.935
P5,2016,Hydro,112.431
P135,2016,Oil,90.01
P153,2016,Oil,935.455
P215,2016,Oil,29455.264
P215,2016,Wind,1726.729
P262,2016,Oil,3377.605
P262,2016,Wind,964.785
P272,2016,Oil,769.4
P48,2016,Oil,1179.566
P50,2016,Oil,1294.366
P52,2016,Oil,1323.628
P52,2016,Wind,684.108
P58,2016,Oil,1303.487
P68,2016,Oil,2157.808
P68,2016,Wind,180.963
P71,2016,Oil,1684.446
P74,2016,Oil,3406.212
P95,2016,Oil,752.408
P95,2016,Wind,436.104
P96,2016,Oil,866.054
P98,2016,Oil,656.062
P116,2016,Oil,8.548
P116,2016,Hydro,666.373
P117,2016,Oil,356.58
P116,2016,Oil,665.324
P125,2016,Oil,224.96
P139,2016,Oil,542.53
P161,2016,Oil,340.632
P162,2016,Oil,78.53
P162,2016,Hydro,3539.57
P188,2016,Oil,428.9
P194,2016,Oil,450.688
P196,2016,Oil,1389.804
P207,2016,Oil,22085.813
P213,2016,Oil,733.288
P224,2016,Oil,18479.2
P227,2016,Oil,195.538
P230,2016,Oil,454.064
P232,2016,Oil,515.04
P248,2016,Oil,859.334
P61,2016,Oil,1377.62
P75,2016,Oil,3034.629
P211,2016,Oil,440.102
P211,2016,Wind,8.029
P211,2016,Solar,0.835
P115,2016,Oil,269.07
P119,2016,Oil,444.582
P126,2016,Hydro,881.0
P127,2016,Oil,10403.0
P128,2016,Hydro,54850.0
P129,2016,Oil,5050.0
P130,2016,Oil,17636.0
P132,2016,Hydro,3743.0
P133,2016,Oil,5589.0
P134,2016,Hydro,15539.0
,2016,Oil,414.243
P27,2016,Oil,1266.426
,2016,Oil,42.3
P100,2016,Oil,213.859
P184,2016,Wind,29309.0
P187,2016,Hydro,124484.0
P2,2016,Oil,312.066
P225,2016,Oil,294.551
P225,2016,Hydro,446.965
P91,2016,Oil,869.528
P193,2016,Oil,56.446
P193,2016,Hydro,799.771
P105,2016,Oil,2613.996
P108,2016,Oil,724.5018889
P178,2016,Oil,1821.561
P191,2016,Oil,1752.639
P192,2016,Oil,869.77
P192,2016,Wind,381.503
,2016,Oil,71.149
P202,2016,Oil,245.655
P203,2016,Oil,257.797
,2016,Oil,63.519
P205,2016,Oil,245.351
P206,2016,Oil,121.018344
P209,2016,Oil,973.386
P210,2016,Oil,1516.727
P223,2016,Oil,766.044
P233,2016,Oil,66.51
P233,2016,Wind,184.889
P259,2016,Wind,102.568
P265,2016,Oil,441.088
P3,2016,Oil,1971.032
P4,2016,Oil,1133.561
P45,2016,Oil,1282.889
P47,2016,Oil,41975.0
P49,2016,Oil,1811.252
P49,2016,Wind,734.708
P51,2016,Oil,4007.925
P51,2016,Wind,741.977
P53,2016,Oil,2882.885
P53,2016,Wind,544.41
P54,2016,Oil,2494.09
P54,2016,Wind,579.794
P57,2016,Oil,1972.116
P59,2016,Oil,1508.929
P65,2016,Oil,1974.124
P66,2016,Oil,1525.94
P66,2016,Wind,694.313
P67,2016,Oil,3021.606
P69,2016,Oil,1671.649
P76,2016,Oil,2874.662
P76,2016,Wind,681.695
P77,2016,Oil,1481.98
P80,2016,Oil,953.693
P82,2016,Oil,682.065
P87,2016,Oil,827.349
P87,2016,Wind,117.868
P93,2016,Oil,1023.124
P60,2016,Oil,2798.958
P110,2016,Oil,0.797
P110,2016,Gas,50161.203
P216,2016,Oil,4256.0
P217,2016,Oil,3300.275
P218,2016,Oil,4792.4
P219,2016,Oil,414.264
P219,2016,Gas,5934.736
P220,2016,Oil,6818.348
P221,2016,Oil,3704.764
P222,2016,Oil,7322.11
P254,2016,Gas,72702.0
P113,2016,Oil,1556.771
P113,2016,Wind,159.849
P169,2016,Oil,656.235
P189,2016,Oil,16962.819
P189,2016,Wind,4073.088
P46,2016,Oil,1338.498
P55,2016,Oil,1578.772
P56,2016,Oil,1322.266
P62,2016,Oil,1852.883
P63,2016,Oil,1893.38
P70,2016,Oil,2803.685
P70,2016,Wind,63.935
P72,2016,Oil,1592.997
P101,2016,Oil,40.614
P101,2016,Gas,45041.386
P102,2016,Hydro,76916.0
P103,2016,Oil,99.11
P103,2016,Gas,589638.89
P109,2016,Coal,191982.0
P120,2016,Gas,84421.0
P121,2016,Hydro,86666.0
P123,2016,Gas,1245972.0
P136,2016,Oil,107.8
P137,2016,Coal,105551.403
P138,2016,Gas,42516.0
P14,2016,Wind,4446.0
P142,2016,Wind,56022.0
P147,2016,Oil,38.0
P148,2016,Wind,73845.0
P149,2016,Oil,7133.0
P150,2016,Oil,2878.877
P150,2016,Coal,189596.123
P151,2016,Oil,417652.0
P155,2016,Gas,12.0
P156,2016,Hydro,430509.0
P157,2016,Gas,398898.0
P158,2016,Oil,87.0
P159,2016,Gas,39612.0
P197,2016,Gas,819046.0
P239,2016,Oil,105.0
P257,2016,Gas,62679.0
P267,2016,Oil,2603.221
P267,2016,Gas,1129.934
P267,2016,Coal,37330.845
P268,2016,Oil,216.0
P268,2016,Coal,69678.564
P10,2016,Hydro,87454.0
P11,2016,Oil,212.0
P12,2016,Hydro,27902.0
P13,2016,Hydro,273037.0
,2016,Oil,316.791
P15,2016,Hydro,20763.0
P16,2016,Hydro,16957.0
P163,2016,Oil,1846.135
P164,2016,Oil,3529.292
P164,2016,Hydro,1212.903
P165,2016,Oil,2255.999
P166,2016,Hydro,1051.5
P17,2016,Hydro,7123.0
P171,2016,Hydro,42915.0
P172,2016,Hydro,20683.0
P174,2016,Hydro,13207.0
P175,2016,Hydro,71246.0
P176,2016,Hydro,7649.0
P18,2016,Hydro,5322.0
P199,2016,Oil,3046.0
P20,2016,Oil,431.0
P200,2016,Hydro,4585.0
P201,2016,Hydro,14286.0
P21,2016,Oil,689.0
P22,2016,Oil,122.683
P228,2016,Oil,175.0
P228,2016,Hydro,789.0
P229,2016,Oil,110.74
P229,2016,Hydro,11621.0
P240,2016,Hydro,69018.0
P241,2016,Hydro,35983.0
P242,2016,Oil,1099.0
P244,2016,Hydro,96901.0
P256,2016,Oil,406.4
P26,2016,Oil,192.44
P273,2016,Oil,44.0
P35,2016,Oil,43.91
P35,2016,Hydro,2236.793
P40,2016,Oil,357.974
P6,2016,Hydro,25644.0
P7,2016,Oil,8.0
P78,2016,Oil,5943.629
P8,2016,Oil,8.0
P8,2016,Hydro,4589.0
P9,2016,Oil,138.0
P43,2016,Oil,2.938
P81,2016,Oil,486.616
P106,2016,Oil,526.9702296
P111,2016,Oil,299.87852
P114,2016,Oil,163.91
P124,2016,Oil,363.36
P144,2016,Oil,5533.936
P145,2016,Oil,515.643
P154,2016,Oil,3015.25
P160,2016,Oil,463.493
P190,2016,Oil,256.581
P198,2016,Oil,2357.526
P214,2016,Oil,417.185
P234,2016,Oil,200.677
P236,2016,Oil,637.712
P247,2016,Oil,248.3885982
P249,2016,Oil,1289.327
P25,2016,Oil,1124.801
P253,2016,Oil,552.596
P270,2016,Oil,705.1
P29,2016,Oil,9366.719
,2016,Oil,589.679
P31,2016,Oil,519.4
P34,2016,Oil,744.8
P34,2016,Solar,23.951
P79,2016,Oil,425.774
P83,2016,Oil,624.019
P84,2016,Oil,595.4
P85,2016,Oil,1032.859
P86,2016,Oil,592.508
P86,2016,Solar,7.316
P88,2016,Oil,665.416
P90,2016,Oil,1046.427
P94,2016,Oil,399.0148889
P107,2017,Oil,63.8341
P107,2017,Hydro,408.298
,2017,Oil,648.781
,2017,Oil,2328.823
P177,2017,Oil,1696.0
P177,2017,Hydro,2436.0
P212,2017,Oil,338.018
P237,2017,Oil,569.596
P238,2017,Wind,486.361
,2017,Oil,1987.416
P252,2017,Oil,875.9
P252,2017,Wind,624.335
,2017,Oil,195.172
P263,2017,Oil,58373.16
P264,2017,Oil,10.0
P266,2017,Oil,28519.554
P266,2017,Other,1377.446
P271,2017,Oil,15633.0
P5,2017,Oil,446.216
P5,2017,Hydro,114.539
P135,2017,Oil,543.45848
P153,2017,Oil,1037.158
P215,2017,Oil,29914.516
P215,2017,Wind,1907.363
P262,2017,Oil,3617.638
P262,2017,Wind,744.575
P272,2017,Oil,781.719
P48,2017,Oil,1188.819
P50,2017,Oil,1284.955
P52,2017,Oil,1415.187
P52,2017,Wind,570.108
P58,2017,Oil,1321.193
P68,2017,Oil,2208.645
P68,2017,Wind,110.783
P71,2017,Oil,1656.506
P74,2017,Oil,3473.896
P95,2017,Oil,814.33
P95,2017,Wind,317.836
P96,2017,Oil,857.0953708
P98,2017,Oil,645.986
P116,2017,Oil,303.9990577
P116,2017,Hydro,214.163
P117,2017,Oil,345.722
P116,2017,Oil,731.685
P125,2017,Oil,291.44
P139,2017,Oil,586.159
P161,2017,Oil,347.328
P162,2017,Oil,40.174
P162,2017,Hydro,3600.836
P188,2017,Oil,458.2
P194,2017,Oil,443.143
P196,2017,Oil,1355.769
P207,2017,Oil,22369.793
P213,2017,Oil,752.086
P224,2017,Oil,19143.18
P227,2017,Oil,189.184
P230,2017,Oil,496.047
P232,2017,Oil,606.36
P248,2017,Oil,942.435
P61,2017,Oil,1724.326
P75,2017,Oil,3071.161
P115,2017,Oil,268.078
P119,2017,Oil,433.979
P126,2017,Hydro,19710.0
P127,2017,Oil,10237.0
P128,2017,Hydro,36763.0
P129,2017,Oil,1383.0
P130,2017,Oil,21411.0
P132,2017,Hydro,3035.0
P133,2017,Oil,8659.0
P134,2017,Hydro,16154.0
,2017,Oil,409.468
P27,2017,Oil,1411.332
P100,2017,Oil,213.848
P182,2017,Oil,876.0
P184,2017,Wind,24155.0
P186,2017,Oil,36.0
P187,2017,Hydro,137014.0
P2,2017,Oil,272.273
P225,2017,Oil,373.259
P225,2017,Hydro,350.2
P91,2017,Oil,862.4
P193,2017,Oil,106.816
P193,2017,Hydro,863.161
P64,2017,Oil,46.0
P45,2017,Oil,56.0
P231,2017,Oil,62.513
P233,2017,Oil,63.2
P233,2017,Wind,153.876
,2017,Oil,69.744
,2017,Oil,70.598
P206,2017,Oil,120.129
P259,2017,Oil,155.02
P259,2017,Wind,55.209
P202,2017,Oil,243.56
P205,2017,Oil,253.533
P203,2017,Oil,254.725
P265,2017,Oil,428.672
P108,2017,Oil,560.928
P82,2017,Oil,723.318
P223,2017,Oil,784.261
P87,2017,Oil,787.09
P87,2017,Wind,145.271
P80,2017,Oil,923.61
P93,2017,Oil,994.656
P192,2017,Oil,1042.75
P192,2017,Wind,371.45
P209,2017,Oil,1079.539258
P4,2017,Oil,1203.404
P59,2017,Oil,1471.29
P210,2017,Oil,1550.304
P77,2017,Oil,1554.656
P69,2017,Oil,1688.073
P66,2017,Oil,1742.03
P66,2017,Wind,538.548
P178,2017,Oil,1843.812
P57,2017,Oil,1942.266
P3,2017,Oil,1945.101
P191,2017,Oil,1995.79
P49,2017,Oil,2007.096
P49,2017,Wind,599.473
P65,2017,Oil,2018.359
P105,2017,Oil,2604.1
P54,2017,Oil,2698.645
P54,2017,Wind,379.604
P60,2017,Oil,2749.535
P76,2017,Oil,2843.319
P76,2017,Wind,797.875
P53,2017,Oil,3000.81
P53,2017,Wind,465.922
P67,2017,Oil,3046.355
P51,2017,Oil,5343.97
P51,2017,Wind,379.232
P47,2017,Oil,42044.0
P110,2017,Oil,0.766
P110,2017,Gas,49164.234
P216,2017,Oil,4244.298
P217,2017,Oil,3401.747
P218,2017,Oil,4735.0
P219,2017,Oil,560.92
P219,2017,Gas,6226.08
P220,2017,Oil,6814.356
P221,2017,Oil,3419.244
P222,2017,Oil,7389.725
P254,2017,Gas,65312.0
P113,2017,Oil,1676.262
P113,2017,Wind,57.19
P169,2017,Oil,626.982
P169,2017,Wind,35.826
P189,2017,Oil,17819.641
P189,2017,Wind,4016.406
P46,2017,Oil,1302.225
P55,2017,Oil,1615.844
P56,2017,Oil,1326.219
P62,2017,Oil,1860.923
P63,2017,Oil,1933.148
P63,2017,Solar,15.576
P70,2017,Oil,2840.319
P70,2017,Wind,14.837
P72,2017,Oil,1615.584
P101,2017,Oil,9.688
P101,2017,Gas,50839.312
P102,2017,Hydro,119240.0
P103,2017,Oil,62.284
P103,2017,Gas,803761.716
P109,2017,Coal,180906.0
P120,2017,Gas,113992.0
P121,2017,Hydro,25713.0
P123,2017,Gas,1235916.0
P136,2017,Oil,56.84
P137,2017,Coal,106212.0
P138,2017,Gas,44030.0
P14,2017,Wind,2607.0
P142,2017,Wind,47715.0
P147,2017,Oil,223.0
P148,2017,Wind,61514.0
P149,2017,Oil,6660.0
P150,2017,Oil,299.874
P150,2017,Coal,164769.126
P151,2017,Oil,447767.0
P156,2017,Hydro,387059.0
P157,2017,Gas,452731.0
P158,2017,Oil,15.0
P159,2017,Gas,18166.0
P197,2017,Gas,748674.0
P239,2017,Oil,85.0
P257,2017,Gas,62324.0
P267,2017,Oil,4836.676
P267,2017,Gas,554.666
P267,2017,Coal,37047.658
P268,2017,Oil,67.0
P268,2017,Coal,66772.0
P10,2017,Hydro,77150.0
P12,2017,Hydro,27363.0
P13,2017,Hydro,302474.0
,2017,Oil,335.347
P15,2017,Hydro,19221.0
P16,2017,Hydro,15606.0
P163,2017,Oil,1799.437
P164,2017,Oil,3204.283
P164,2017,Hydro,1417.449
P165,2017,Oil,2235.161
P166,2017,Hydro,1002.54
P17,2017,Hydro,9870.0
P171,2017,Hydro,39437.0
P172,2017,Hydro,20778.0
P173,2017,Oil,3307.0
P174,2017,Hydro,10110.0
P175,2017,Hydro,70514.0
P176,2017,Hydro,9373.0
P18,2017,Hydro,5762.0
P199,2017,Oil,3568.0
P20,2017,Oil,1509.0
P200,2017,Hydro,3839.0
P201,2017,Hydro,16932.0
P21,2017,Oil,1553.0
P22,2017,Oil,277.439
P228,2017,Oil,4.0
P228,2017,Hydro,1898.0
P229,2017,Oil,950.6
P229,2017,Hydro,11726.0
P24,2017,Oil,35.0
P240,2017,Hydro,59004.0
P241,2017,Hydro,54587.0
P244,2017,Hydro,111574.0
P256,2017,Oil,414.305
P26,2017,Oil,784.4
P273,2017,Oil,902.0
P28,2017,Oil,66.0
P35,2017,Oil,189.962
P35,2017,Hydro,2206.957
P40,2017,Oil,363.697
P6,2017,Hydro,19151.0
P78,2017,Oil,2474.156
P8,2017,Oil,15.0
P8,2017,Hydro,4543.0
P9,2017,Oil,84.0
P81,2017,Oil,450.9829962
P106,2017,Oil,540.438
P111,2017,Oil,295.06684
,2017,Oil,17.659
P114,2017,Oil,317.77
P124,2017,Oil,382.96
P144,2017,Oil,5765.649
P145,2017,Oil,474.922
P154,2017,Oil,3258.915
P160,2017,Oil,448.653
P190,2017,Oil,316.345
P198,2017,Oil,2245.755
P214,2017,Oil,440.038
P234,2017,Oil,244.669
P236,2017,Oil,658.487
P247,2017,Oil,231.591
P249,2017,Oil,1322.974
P25,2017,Oil,1159.999
P253,2017,Oil,542.716
P270,2017,Oil,695.0
P29,2017,Oil,9386.447
,2017,Oil,618.048
P31,2017,Oil,545.2
P34,2017,Oil,795.86
P34,2017,Solar,25.06
P36,2017,Oil,54.22427
P79,2017,Oil,402.087
P83,2017,Oil,621.474
P84,2017,Oil,632.703
P85,2017,Oil,1084.699
P86,2017,Oil,691.367
P86,2017,Solar,7.556
P88,2017,Oil,632.512
P90,2017,Oil,1037.729
P94,2017,Oil,422.726
P10,2018,Hydro,81558.0
P100,2018,Oil,218.207
P101,2018,Oil,79.951
P101,2018,Gas,28857.049
P102,2018,Hydro,168115.0
P103,2018,Oil,38.745
P103,2018,Gas,843289.255
P105,2018,Oil,2582.3
P106,2018,Oil,479.774
P107,2018,Oil,56.281
P107,2018,Hydro,361.062
P108,2018,Oil,609.759
P109,2018,Coal,177819.0
P110,2018,Oil,1.909
P110,2018,Gas,48251.091
P111,2018,Oil,135.058
,2018,Oil,107.92
P113,2018,Oil,1064.66
P113,2018,Wind,49.296
P114,2018,Oil,289.2880905
P115,2018,Oil,246.47
P116,2018,Oil,164.578
P116,2018,Hydro,473.086
P117,2018,Oil,312.851
P116,2018,Oil,848.6155568
P119,2018,Oil,436.327
P12,2018,Hydro,24389.0
P120,2018,Gas,37832.0
P121,2018,Hydro,59832.0
P123,2018,Gas,1204476.0
P124,2018,Oil,389.8
P125,2018,Oil,296.0603442
P126,2018,Hydro,23077.0
P127,2018,Oil,9662.0
P128,2018,Hydro,42087.0
P129,2018,Oil,888.0
P13,2018,Hydro,259856.0
P130,2018,Oil,16993.0
P132,2018,Hydro,3267.0
P133,2018,Oil,7021.0
P134,2018,Hydro,15171.0
P135,2018,Oil,224.6354658
P136,2018,Oil,69.58
P137,2018,Coal,90177.0
P138,2018,Gas,42948.0
P139,2018,Oil,627.318
P14,2018,Wind,4498.0
,2018,Oil,337.005
,2018,Oil,337.09
P142,2018,Wind,51829.0
,2018,Oil,2412.493
P144,2018,Oil,5821.688
P145,2018,Oil,484.071
P148,2018,Wind,65514.0
P149,2018,Oil,3927.0
P15,2018,Hydro,18099.0
P150,2018,Oil,5373.637
P150,2018,Coal,257091.363
P151,2018,Oil,369250.0
P153,2018,Oil,935.3436077
P154,2018,Oil,3106.62
P155,2018,Gas,396.0
P156,2018,Hydro,404479.0
P157,2018,Gas,404744.0
P158,2018,Oil,85.0
P159,2018,Gas,23756.0
P16,2018,Hydro,14916.0
P160,2018,Oil,442.722
P161,2018,Oil,322.11
P162,2018,Oil,81.61
P162,2018,Hydro,3627.47
P163,2018,Oil,1771.994
P164,2018,Oil,3756.615
P164,2018,Hydro,739.512
P165,2018,Oil,2228.271
P166,2018,Hydro,887.76
P169,2018,Oil,551.94
P169,2018,Wind,80.581
P17,2018,Hydro,10606.0
P171,2018,Hydro,33310.0
P172,2018,Hydro,15741.0
P173,2018,Oil,18614.0
P174,2018,Hydro,9221.0
P175,2018,Hydro,58416.0
P176,2018,Hydro,6998.0
P177,2018,Oil,809.0
P177,2018,Hydro,3728.0
P178,2018,Oil,1729.96
P18,2018,Hydro,4146.0
P182,2018,Oil,74.0
P184,2018,Wind,26170.0
P187,2018,Hydro,121969.0
P188,2018,Oil,460.526
P189,2018,Oil,15590.241
P189,2018,Wind,4400.163
P190,2018,Oil,204.142
P191,2018,Oil,1685.673
P192,2018,Oil,1071.689784
P192,2018,Wind,273.366
P193,2018,Oil,33.901
P193,2018,Hydro,922.939
P194,2018,Oil,373.209
,2018,Oil,49.8135
P196,2018,Oil,632.1398979
